originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Katiller de aglar,"(5, 6]",1966,86,3.258096538021482,2,0,3.6888794541139363,movie,False,True,False,0.6931471805599453,25,['TR'],"Adventure,Crime",5.5,0.6931471805599453,0.0
Nureta kôya o hashire,"(5, 6]",1973,73,4.382026634673881,1,0,2.772588722239781,movie,False,True,False,1.6094379124341003,79,['JP'],"Action,Crime,Drama",5.5,1.0986122886681098,0.0
Seung fei,"(6, 7]",2002,92,5.6240175061873385,2,0,3.8501476017100584,movie,False,True,False,1.791759469228055,276,"['TW', 'HK']","Drama,Romance",6.5,2.4849066497880004,2.1972245773362196
69 Park Avenue,"(5, 6]",1985,90,4.727387818712341,0,0,3.1780538303479458,video,False,True,True,0.6931471805599453,112,['US'],Adult,5.5,1.3862943611198906,0.0
Zanzibar,"(8, 9]",2015,13,1.9459101490553132,0,0,1.791759469228055,short,False,True,False,0.6931471805599453,6,['US'],"Documentary,Short",8.5,1.3862943611198906,0.0
Deep City,"(7, 8]",2014,56,2.995732273553991,1,0,2.3978952727983707,movie,False,True,False,0.6931471805599453,19,['US'],"Biography,Documentary,Music",7.5,0.0,0.6931471805599453
Koinonia ora 8,"(4, 5]",2005,210,2.6390573296152584,2,0,2.1972245773362196,tvSeries,True,True,False,0.6931471805599453,13,['GR'],"News,Talk-Show",4.5,0.0,0.0
Dertigers: De Kerstfilm,"(5, 6]",2023,80,4.983606621708336,1,0,4.04305126783455,movie,False,True,False,0.6931471805599453,145,['NL'],Drama,5.5,0.0,0.0
Beyond Zero: 1914-1918,"(7, 8]",2014,39,4.7535901911063645,3,1,1.791759469228055,short,False,True,False,0.6931471805599453,115,['US'],"Documentary,History,Music",7.5,1.9459101490553132,0.6931471805599453
"Aah, Yer Fadder Wears Army Shoes","(6, 7]",1961,26,3.5553480614894135,1,0,3.4965075614664802,tvEpisode,False,True,False,0.6931471805599453,34,['US'],"Comedy,Family",6.5,0.6931471805599453,0.0
Micha Mouse,"(7, 8]",2011,25,1.791759469228055,0,0,3.4011973816621555,short,False,True,False,0.6931471805599453,5,['FR'],Short,7.5,0.0,0.0
Episode #1.6497,"(6, 7]",2022,28,2.4849066497880004,17,0,4.976733742420574,tvEpisode,False,True,False,2.0794415416798357,11,['GB'],"Crime,Drama,Romance",6.5,0.0,0.0
Heartland Transport,"(5, 6]",2009,8,2.3978952727983707,0,0,1.6094379124341003,short,False,True,False,0.6931471805599453,10,['US'],"Documentary,History,News",5.5,0.6931471805599453,0.0
Ensign O'Toole,"(7, 8]",1962,30,4.653960350157523,6,0,5.25227342804663,tvSeries,True,True,False,1.3862943611198906,104,['US'],Comedy,7.5,1.9459101490553132,0.0
When a Martian Makes His Violin Cry,"(7, 8]",1966,30,3.7376696182833684,1,0,3.5553480614894135,tvEpisode,False,True,False,0.6931471805599453,41,['US'],"Comedy,Family,Sci-Fi",7.5,0.6931471805599453,0.0
Sábado uno,"(8, 9]",2010,19,1.9459101490553132,0,0,2.995732273553991,short,False,True,False,0.6931471805599453,6,['AR'],Short,8.5,0.0,0.6931471805599453
Jenseits von Hollywood - Das Kino des Otto Preminger,"(6, 7]",2006,60,2.3978952727983707,6,0,2.4849066497880004,tvMovie,False,True,False,0.6931471805599453,10,['DE'],Documentary,6.5,0.0,0.0
