originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Lonesome,"(7, 8]",1928,69,7.894318063841624,22,2,3.2188758248682006,movie,False,True,False,3.1780538303479458,2683,['US'],"Comedy,Drama,Romance",7.5,4.204692619390966,0.6931471805599453
Hangin with Web Show,"(9, 10]",2015,53,5.0369526024136295,867,0,6.842683282238422,tvSeries,True,True,False,1.0986122886681098,153,['US'],Talk-Show,9.5,2.833213344056216,0.0
The Pique Poquette of Paris,"(6, 7]",1966,6,4.499809670330265,2,0,2.8903717578961645,short,False,True,False,1.0986122886681098,89,['US'],"Animation,Short",6.5,1.3862943611198906,0.0
Removal Van,"(8, 9]",1991,40,2.1972245773362196,1,0,2.3978952727983707,tvEpisode,False,True,False,0.6931471805599453,8,['GB'],"Action,Adventure,Animation",8.5,0.0,0.0
Chronicles of Mystery: The Scorpio Ritual,"(7, 8]",2008,28,3.5553480614894135,5,0,1.791759469228055,videoGame,False,True,False,1.0986122886681098,34,['PL'],Adventure,7.5,0.0,0.0
Martha & Snoop's Potluck Dinner Party,"(7, 8]",2016,30,6.169610732491456,12,11,5.517452896464707,tvSeries,True,True,False,2.0794415416798357,477,['US'],Talk-Show,7.5,0.0,1.6094379124341003
A 78-as körzet,"(7, 8]",1982,53,3.5263605246161616,143,0,4.543294782270004,tvSeries,True,True,False,0.6931471805599453,33,['HU'],Comedy,7.5,0.0,0.0
Limon and Oli,"(5, 6]",2012,53,2.772588722239781,7,0,1.3862943611198906,tvSeries,True,True,False,0.6931471805599453,15,['TR'],Animation,5.5,0.0,0.0
Strange Colours,"(6, 7]",2017,85,5.389071729816501,5,0,4.634728988229636,movie,False,True,False,1.6094379124341003,218,['AU'],Drama,6.5,2.772588722239781,2.3978952727983707
The Girl the Body and the Pill,"(5, 6]",1967,80,4.454347296253507,19,0,3.6888794541139363,movie,False,True,False,1.0986122886681098,85,['US'],Drama,5.5,1.3862943611198906,0.0
The Hired Gun,"(6, 7]",1961,56,2.6390573296152584,8,0,3.295836866004329,movie,False,True,False,0.6931471805599453,13,['CA'],Western,6.5,0.0,0.0
Tatort Calw - Hexensabbat,"(4, 5]",2013,84,2.302585092994046,2,0,4.605170185988092,movie,False,True,False,0.6931471805599453,9,['DE'],"Comedy,Crime",4.5,0.0,0.0
Dames galantes,"(5, 6]",1990,120,5.204006687076795,3,0,4.672828834461906,movie,False,True,False,2.5649493574615367,181,"['FR', 'IT', 'CA']",Comedy,5.5,0.6931471805599453,0.0
Amor a Primera Vista,"(7, 8]",2011,13,2.0794415416798357,1,0,1.9459101490553132,short,False,True,False,0.6931471805599453,7,['ES'],"Comedy,Short",7.5,0.0,0.0
Matthew Lillard,"(5, 6]",1999,30,2.9444389791664403,0,0,3.6635616461296463,tvEpisode,False,True,False,0.6931471805599453,18,['US'],"Comedy,News,Talk-Show",5.5,0.0,0.0
Loca juventud,"(4, 5]",1965,93,3.4657359027997265,1,0,3.871201010907891,movie,False,True,False,2.0794415416798357,32,"['ES', 'IT']",Drama,4.5,1.0986122886681098,0.0
Tolla is Tops,"(4, 5]",1990,90,2.8903717578961645,0,0,3.6375861597263857,movie,False,True,False,0.6931471805599453,17,['ZA'],Comedy,4.5,0.0,0.0
Why Isn't Chris von Sneidern Famous?,"(7, 8]",2009,77,2.302585092994046,5,1,2.1972245773362196,video,False,True,False,0.6931471805599453,9,['US'],"Biography,Documentary,Music",7.5,1.0986122886681098,0.0
Armen and Bullik,"(4, 5]",1993,90,4.04305126783455,1,0,3.8066624897703196,tvMovie,False,True,False,1.0986122886681098,56,"['CA', 'FR']","Action,Comedy",4.5,0.0,0.0
Episode #1.1,"(5, 6]",2024,40,3.6109179126442243,0,0,2.9444389791664403,tvEpisode,False,True,False,2.0794415416798357,36,['TH'],"Comedy,Drama,Music",5.5,0.0,0.0
Das Geld liegt auf der Bank,"(9, 10]",1971,115,3.1354942159291497,1,0,2.995732273553991,tvMovie,False,True,False,0.6931471805599453,22,['XWG'],Comedy,9.5,0.6931471805599453,0.0
His Red Right Hand,"(8, 9]",2009,40,7.797291273547472,22,0,4.882801922586371,tvEpisode,False,True,False,0.6931471805599453,2439,['US'],"Crime,Drama,Mystery",8.5,2.0794415416798357,0.0
Cowering,"(8, 9]",2023,46,7.135687347028144,2,0,4.2626798770413155,tvEpisode,False,True,False,0.6931471805599453,1261,['GB'],"Comedy,Documentary,Reality-TV",8.5,0.0,0.0
Hotel Margaret,"(2, 3]",2022,53,4.976733742420574,2,0,4.700480365792417,tvSeries,True,True,False,0.6931471805599453,144,['HU'],"Comedy,Crime",2.5,0.0,0.0
Taivaan tulet,"(7, 8]",2007,50,5.730099782973574,3,0,5.934894195619588,tvSeries,True,True,False,0.6931471805599453,307,['FI'],Drama,7.5,1.3862943611198906,2.0794415416798357
Députations asiatiques,"(4, 5]",1896,1,4.736198448394496,1,0,1.3862943611198906,short,False,True,False,0.6931471805599453,113,['FR'],"Documentary,Short",4.5,0.0,0.0
La gorda,"(6, 7]",1966,85,2.4849066497880004,1,0,2.833213344056216,movie,False,True,False,0.6931471805599453,11,['AR'],"Comedy,Musical",6.5,1.0986122886681098,0.0
Tale of the Staring Man,"(6, 7]",2019,13,3.6109179126442243,2,0,3.295836866004329,short,False,True,False,0.6931471805599453,36,['IR'],"Animation,Comedy,Fantasy",6.5,0.0,0.0
The Bigger They Are...,"(8, 9]",1993,40,4.189654742026425,0,0,3.7612001156935624,tvEpisode,False,True,False,0.6931471805599453,65,['US'],"Comedy,Sport",8.5,1.0986122886681098,0.0
Je veux mourir!,"(8, 9]",1910,13,2.772588722239781,0,0,0.6931471805599453,short,False,True,False,0.6931471805599453,15,['FR'],"Comedy,Short",8.5,0.0,0.0
Sappiest Place on Earth,"(7, 8]",1991,22,3.2188758248682006,0,0,4.844187086458591,tvEpisode,False,True,False,0.6931471805599453,24,"['TW', 'CN']","Adventure,Animation,Comedy",7.5,0.6931471805599453,0.0
Who Wrote Shakespeare's Works?,"(7, 8]",1992,81,2.4849066497880004,1,0,3.295836866004329,tvMovie,False,True,False,0.6931471805599453,11,['US'],Documentary,7.5,0.6931471805599453,0.0
Dad Day,"(6, 7]",2012,25,2.0794415416798357,0,0,4.343805421853684,tvEpisode,False,True,False,0.6931471805599453,7,['AU'],Comedy,6.5,0.0,0.0
En terrains connus,"(6, 7]",2011,90,6.300785794663244,28,1,4.59511985013459,movie,False,True,False,2.3978952727983707,545,['CA'],Drama,6.5,2.6390573296152584,1.9459101490553132
A-Peeling We Go-Go,"(5, 6]",1965,13,2.302585092994046,0,0,0.6931471805599453,short,False,True,False,0.6931471805599453,9,['US'],Short,5.5,1.0986122886681098,0.0
De overval,"(6, 7]",1962,98,5.187385805840755,3,0,3.970291913552122,movie,False,True,False,1.6094379124341003,178,['NL'],"Crime,Drama,Thriller",6.5,0.6931471805599453,0.6931471805599453
Nowhere,"(5, 6]",2020,87,5.198497031265826,13,1,3.6635616461296463,movie,False,True,False,1.6094379124341003,180,"['US', 'CO']",Drama,5.5,2.3978952727983707,2.4849066497880004
Gynekologen i Askim,"(6, 7]",2007,60,5.0238805208462765,8,0,5.117993812416755,tvSeries,True,True,False,1.0986122886681098,151,['SE'],Drama,6.5,0.0,1.0986122886681098
Family,"(6, 7]",2017,101,4.3694478524670215,5,0,4.143134726391533,movie,False,True,False,1.3862943611198906,78,"['IL', 'DE']",Drama,6.5,2.833213344056216,3.295836866004329
Turandot,"(7, 8]",2002,128,3.4965075614664802,2,0,3.9512437185814275,tvMovie,False,True,False,1.0986122886681098,32,"['AT', 'FR']","Music,Musical",7.5,1.3862943611198906,0.0
Pacífico. Un viaje a los confines del hombre,"(8, 9]",2016,520,3.367295829986474,1,0,3.044522437723423,tvSeries,True,True,False,1.0986122886681098,28,['ES'],Documentary,8.5,0.0,0.0
Te zhong bing zhi Huo feng huang,"(6, 7]",2013,53,2.4849066497880004,0,0,3.713572066704308,tvSeries,True,True,False,1.3862943611198906,11,['CN'],Drama,6.5,0.0,1.3862943611198906
Keenan Cahill's Story,"(7, 8]",2012,52,2.6390573296152584,0,0,3.091042453358316,movie,False,True,False,1.0986122886681098,13,['FR'],Documentary,7.5,0.0,0.0
15:01,"(6, 7]",2014,13,1.9459101490553132,9,0,2.70805020110221,short,False,True,False,0.6931471805599453,6,['CA'],"Short,Thriller",6.5,0.0,0.0
Semur 3: Kiyamet-i Cin,"(3, 4]",2022,87,3.6109179126442243,1,0,2.3978952727983707,movie,False,True,False,1.3862943611198906,36,['TR'],Horror,3.5,0.0,0.0
Adil-E-Jahangir,"(4, 5]",1955,150,2.302585092994046,1,0,2.772588722239781,movie,False,True,False,0.6931471805599453,9,['IN'],Drama,4.5,0.0,0.0
Simple Question of Justice,"(7, 8]",1970,25,3.258096538021482,1,0,3.5263605246161616,tvEpisode,False,True,False,0.6931471805599453,25,['US'],Western,7.5,0.0,0.0
Born for this - Mehr als Fußball,"(8, 9]",2022,60,3.4965075614664802,11,0,3.784189633918261,tvSeries,True,True,False,0.6931471805599453,32,['DE'],"Documentary,Sport",8.5,0.0,0.0
Occidente,"(5, 6]",2015,15,4.564348191467836,1,0,2.833213344056216,short,False,True,False,1.0986122886681098,95,['FR'],Short,5.5,0.6931471805599453,0.0
The Gold Mine,"(7, 8]",1970,60,4.48863636973214,1,0,3.7612001156935624,tvEpisode,False,True,False,0.6931471805599453,88,['US'],Western,7.5,1.0986122886681098,0.0
Il nous faut du bonheur,"(6, 7]",2010,52,3.784189633918261,1,0,2.772588722239781,movie,False,True,False,1.791759469228055,43,"['FR', 'RU']",Documentary,6.5,0.0,0.6931471805599453
All the Vermeers in New York,"(6, 7]",1990,87,6.981934677156389,6,0,2.995732273553991,movie,False,True,False,2.1972245773362196,1076,['US'],"Comedy,Drama,Romance",6.5,3.4339872044851463,1.6094379124341003
Sorelle Materassi,"(6, 7]",1972,129,3.044522437723423,3,0,4.04305126783455,tvMiniSeries,True,True,False,0.6931471805599453,20,['IT'],Drama,6.5,0.0,0.0
Marinepatruljen,"(8, 9]",2013,53,3.58351893845611,6,0,3.58351893845611,tvSeries,True,True,False,0.6931471805599453,35,['NO'],"Comedy,Short",8.5,0.0,0.0
Tarkan: Viking Kani,"(6, 7]",1971,86,7.796469243086058,23,0,3.8501476017100584,movie,False,True,False,1.791759469228055,2432,['TR'],"Action,Adventure,Fantasy",6.5,3.1354942159291497,0.0
America Boys,"(7, 8]",2018,92,3.1354942159291497,9,0,3.58351893845611,movie,False,True,False,0.6931471805599453,22,['NP'],"Comedy,Drama",7.5,0.0,0.0
Winning,"(3, 4]",1982,46,3.912023005428146,6,0,4.04305126783455,tvEpisode,False,True,False,0.6931471805599453,49,['US'],"Action,Adventure,Sci-Fi",3.5,0.0,0.0
Garadama,"(7, 8]",1966,40,3.9318256327243257,2,0,2.772588722239781,tvEpisode,False,True,False,0.6931471805599453,50,['JP'],"Action,Mystery,Sci-Fi",7.5,0.6931471805599453,0.0
Route 66,"(7, 8]",1985,103,2.302585092994046,7,0,3.6888794541139363,movie,False,True,False,0.6931471805599453,9,['GB'],Documentary,7.5,0.0,0.0
"Les dents, pipi et au lit","(5, 6]",2018,105,6.919683849847411,31,1,5.111987788356544,movie,False,True,False,2.5649493574615367,1011,['FR'],Comedy,5.5,1.6094379124341003,0.0
Lottery Fever,"(6, 7]",1986,81,2.6390573296152584,0,0,1.9459101490553132,movie,False,True,True,0.6931471805599453,13,['US'],Adult,6.5,0.0,0.0
Prodigal Daughter,"(7, 8]",2018,11,2.302585092994046,1,0,3.367295829986474,short,False,True,False,0.6931471805599453,9,['US'],"Sci-Fi,Short",7.5,0.0,0.0
Tiger Tail in Blue,"(7, 8]",2012,92,3.9318256327243257,1,1,2.8903717578961645,movie,False,True,False,0.6931471805599453,50,['US'],Drama,7.5,1.6094379124341003,1.0986122886681098
Under caricature clouds,"(6, 7]",2019,22,2.302585092994046,0,0,4.820281565605037,tvEpisode,False,True,False,0.6931471805599453,9,['CA'],Comedy,6.5,0.0,0.0
Maureen McCormick,"(4, 5]",1997,40,2.833213344056216,0,0,3.4339872044851463,tvEpisode,False,True,False,0.6931471805599453,16,['US'],"Comedy,News,Talk-Show",4.5,0.0,0.0
"I Do, I Don't","(6, 7]",1996,40,2.772588722239781,1,0,4.564348191467836,tvEpisode,False,True,False,0.6931471805599453,15,['CA'],"Drama,Family",6.5,0.0,0.0
"Eena, Meena, Deeka","(5, 6]",2015,53,4.110873864173311,12,0,3.044522437723423,tvSeries,True,True,False,1.3862943611198906,60,['IN'],Animation,5.5,0.0,0.0
Alles wird gut,"(7, 8]",1991,78,2.3978952727983707,0,0,1.3862943611198906,tvMovie,False,True,False,0.6931471805599453,10,['DE'],Documentary,7.5,0.0,0.0
Puthuni hambagiya,"(7, 8]",2008,92,2.3978952727983707,0,0,3.4965075614664802,movie,False,True,False,0.6931471805599453,10,"['IN', 'DE']",Drama,7.5,0.0,0.0
Kadaicha,"(4, 5]",1988,88,5.924255797414532,13,2,4.31748811353631,movie,False,True,False,2.1972245773362196,374,['AU'],Horror,4.5,3.091042453358316,0.0
Vontes V,"(8, 9]",1977,92,4.736198448394496,2,0,2.772588722239781,movie,False,True,False,0.6931471805599453,114,['PH'],Sci-Fi,8.5,0.6931471805599453,0.0
Women of Steel,"(6, 7]",2020,56,2.3978952727983707,1,0,2.1972245773362196,movie,False,True,False,0.6931471805599453,10,['AU'],Documentary,6.5,0.6931471805599453,1.0986122886681098
Bokudake ga inai machi,"(6, 7]",2016,120,6.870053411798126,71,0,3.8918202981106265,movie,False,True,False,2.302585092994046,961,['JP'],"Drama,Mystery,Sci-Fi",6.5,1.9459101490553132,0.0
Dni i nochi,"(6, 7]",1945,90,3.4657359027997265,4,0,3.367295829986474,movie,False,True,False,2.4849066497880004,31,['SUHH'],"Drama,War",6.5,0.0,0.0
Tiny Guns,"(8, 9]",2017,13,2.3978952727983707,17,0,1.791759469228055,short,False,True,False,0.6931471805599453,10,['US'],"Action,Comedy,Short",8.5,0.0,0.0
Abhilasha,"(8, 9]",1983,159,2.772588722239781,0,0,3.4657359027997265,movie,False,True,False,1.0986122886681098,15,['IN'],Drama,8.5,0.0,0.0
Alexis Texas Is Buttwoman,"(7, 8]",2008,221,4.204692619390966,0,0,2.4849066497880004,video,False,True,True,0.6931471805599453,66,['US'],Adult,7.5,2.0794415416798357,0.0
The Game,"(8, 9]",1989,53,2.3978952727983707,0,0,2.5649493574615367,tvSeries,True,True,False,0.6931471805599453,10,['ZA'],Drama,8.5,0.6931471805599453,0.0
Kingdom,"(7, 8]",2019,42,5.971261839790462,3,0,5.598421958998375,tvEpisode,False,True,False,0.6931471805599453,391,['US'],"Action,Adventure,Crime",7.5,0.6931471805599453,0.0
Breath Made Visible: Anna Halprin,"(7, 8]",2009,82,3.8501476017100584,12,2,3.258096538021482,movie,False,True,False,1.6094379124341003,46,"['CH', 'US']",Documentary,7.5,2.833213344056216,0.0
Regrets,"(7, 8]",2020,28,5.327876168789581,1,0,4.787491742782046,tvEpisode,False,True,False,0.6931471805599453,205,['SE'],"Comedy,Drama,Romance",7.5,1.6094379124341003,0.0
The Ego Has Landed,"(7, 8]",2007,28,4.406719247264253,1,0,4.04305126783455,tvEpisode,False,True,False,0.6931471805599453,81,['GB'],Comedy,7.5,1.0986122886681098,0.0
How the West Was Fun: Part 2,"(7, 8]",1989,24,2.995732273553991,2,0,4.1588830833596715,tvEpisode,False,True,False,0.6931471805599453,19,['US'],Comedy,7.5,0.0,0.0
The Rapunzel Horror,"(6, 7]",2022,9,2.0794415416798357,2,0,1.791759469228055,short,False,True,False,0.6931471805599453,7,['US'],"Horror,Short",6.5,0.6931471805599453,0.0
A Friend Indeed,"(7, 8]",2001,45,2.70805020110221,0,0,3.8501476017100584,tvEpisode,False,True,False,0.6931471805599453,14,['AU'],Drama,7.5,0.0,0.0
La course des belles-mères,"(5, 6]",1907,13,2.772588722239781,0,0,0.6931471805599453,short,False,True,False,1.0986122886681098,15,['FR'],"Comedy,Short",5.5,0.6931471805599453,0.0
Alibi: Mozart,"(7, 8]",1987,59,3.1354942159291497,1,0,3.2188758248682006,tvEpisode,False,True,False,0.6931471805599453,22,['XWG'],"Crime,Drama,Thriller",7.5,0.6931471805599453,0.0
Guns a Poppin!,"(5, 6]",1957,17,5.429345628954441,2,0,3.044522437723423,short,False,True,False,0.6931471805599453,227,['US'],"Comedy,Short",5.5,1.791759469228055,0.0
Kudumbam,"(7, 8]",1984,138,4.624972813284271,2,0,2.5649493574615367,movie,False,True,False,0.6931471805599453,102,['IN'],"Drama,Family",7.5,0.6931471805599453,0.0
Space Fury,"(2, 3]",1999,80,5.976350909297934,10,0,4.343805421853684,video,False,True,False,1.9459101490553132,393,['CA'],"Action,Mystery,Sci-Fi",2.5,3.091042453358316,0.0
The Epicureans,"(6, 7]",2003,85,2.302585092994046,0,0,3.295836866004329,movie,False,True,False,0.6931471805599453,9,['US'],"Comedy,Drama",6.5,0.0,0.0
Quarter-Final AS Monaco vs Borussia Dortmund,"(7, 8]",2017,90,1.9459101490553132,1,0,1.791759469228055,tvEpisode,False,True,False,0.6931471805599453,6,['MA'],Sport,7.5,0.0,0.0
Killer at Large,"(6, 7]",1947,61,2.8903717578961645,3,0,3.58351893845611,movie,False,True,False,0.6931471805599453,17,['US'],"Crime,Drama,Romance",6.5,1.0986122886681098,0.0
Sea Tiger,"(5, 6]",1952,71,3.784189633918261,13,0,3.367295829986474,movie,False,True,False,2.302585092994046,43,['US'],"Action,Adventure,Crime",5.5,1.6094379124341003,0.0
Koenigsmark,"(6, 7]",1923,180,3.295836866004329,36,0,3.7376696182833684,movie,False,True,False,2.302585092994046,26,['FR'],"Romance,War",6.5,0.0,0.0
My Marvelous Fable,"(7, 8]",2023,53,3.091042453358316,7,0,1.9459101490553132,tvSeries,True,True,False,1.0986122886681098,21,['CN'],"Comedy,Drama",7.5,0.0,0.0
Sex-appeal sur tapis vert,"(4, 5]",1984,56,2.772588722239781,0,0,2.5649493574615367,movie,False,True,True,1.791759469228055,15,['FR'],Adult,4.5,0.0,0.0
I HATE DESTINY RISE OF IRON - Same Sh*t Different Day,"(6, 7]",2016,30,2.6390573296152584,1,0,1.0986122886681098,tvEpisode,False,True,False,0.6931471805599453,13,['GB'],"Comedy,Talk-Show",6.5,0.0,0.0
The General,"(7, 8]",1998,124,9.14366623870819,170,1,5.4638318050256105,movie,False,True,False,3.258096538021482,9354,"['GB', 'IE']","Biography,Crime,Drama",7.5,4.672828834461906,3.2188758248682006
Mount Royal,"(6, 7]",1988,52,3.5263605246161616,8,0,5.2574953720277815,tvSeries,True,True,False,1.0986122886681098,34,"['FR', 'CA']",Drama,6.5,0.0,1.791759469228055
Shameful Secrets,"(5, 6]",1993,81,5.988961416889864,2,0,4.189654742026425,tvMovie,False,True,False,2.302585092994046,399,['US'],"Biography,Drama,Thriller",5.5,2.5649493574615367,0.6931471805599453
Rozina sebranec,"(6, 7]",1945,94,3.258096538021482,1,0,4.343805421853684,movie,False,True,False,1.9459101490553132,25,['CSHH'],"Drama,History",6.5,0.6931471805599453,0.0
Ledsaget udgang,"(5, 6]",2007,90,6.507277712385012,15,0,4.532599493153256,movie,False,True,False,1.791759469228055,669,['DK'],"Comedy,Drama",5.5,1.3862943611198906,1.791759469228055
"Shame, Shame, Everybody Knows Her Name","(4, 5]",1969,79,2.9444389791664403,4,0,3.1354942159291497,movie,False,True,False,0.6931471805599453,18,['US'],Drama,4.5,0.6931471805599453,0.0
Si j'avais mille ans,"(5, 6]",1983,90,2.70805020110221,1,0,2.70805020110221,movie,False,True,False,0.6931471805599453,14,['FR'],Mystery,5.5,1.0986122886681098,0.6931471805599453
Chasing Dreamsville,"(6, 7]",2018,92,2.9444389791664403,3,0,2.833213344056216,movie,False,True,False,0.6931471805599453,18,['US'],Documentary,6.5,0.0,0.0
Vule bozí,"(5, 6]",2018,48,2.833213344056216,0,0,3.784189633918261,tvEpisode,False,True,False,0.6931471805599453,16,['CZ'],"Crime,Drama",5.5,0.0,0.0
Free Spirit,"(7, 8]",1981,30,4.30406509320417,0,0,3.5263605246161616,tvEpisode,False,True,False,0.6931471805599453,73,['US'],"Comedy,Family",7.5,0.0,0.0
Empty Body,"(6, 7]",2020,53,3.1780538303479458,6,0,2.302585092994046,tvEpisode,False,True,False,0.6931471805599453,23,['KR'],"Action,Comedy,Drama",6.5,0.6931471805599453,0.0
Kozlyonok v moloke,"(6, 7]",2003,53,2.833213344056216,1,0,2.302585092994046,tvSeries,True,True,False,0.6931471805599453,16,['RU'],Comedy,6.5,0.0,0.0
Wo xin chang dan,"(7, 8]",2007,53,2.833213344056216,1,0,3.044522437723423,tvSeries,True,True,False,1.6094379124341003,16,['CN'],"Drama,History",7.5,0.6931471805599453,1.6094379124341003
Le professeur Taranne,"(7, 8]",1987,52,3.5263605246161616,1,0,2.302585092994046,movie,False,True,False,1.6094379124341003,33,"['BE', 'FR']",Drama,7.5,1.0986122886681098,0.0
That Girl Montana,"(6, 7]",1921,68,3.1354942159291497,2,0,2.70805020110221,movie,False,True,False,1.0986122886681098,22,['US'],Western,6.5,0.6931471805599453,0.0
Witness for the Prosecution,"(7, 8]",2016,42,6.78332520060396,11,0,5.159055299214529,tvEpisode,False,True,False,0.6931471805599453,886,['US'],"Comedy,Crime,Drama",7.5,1.9459101490553132,0.0
Bazodee,"(6, 7]",2015,101,5.793013608384144,4,2,4.718498871295094,movie,False,True,False,1.3862943611198906,328,"['US', 'TT']","Drama,Musical,Romance",6.5,2.4849066497880004,0.0
Mee-Maw,"(7, 8]",2015,28,5.808142489980444,2,0,5.1298987149230735,tvEpisode,False,True,False,0.6931471805599453,332,['US'],"Comedy,Drama",7.5,1.3862943611198906,0.0
Hilary Gets a Job,"(7, 8]",1992,24,6.513230110912307,1,0,4.127134385045092,tvEpisode,False,True,False,0.6931471805599453,673,['US'],Comedy,7.5,0.6931471805599453,0.0
In Chambers,"(7, 8]",1991,25,3.4011973816621555,3,0,3.4339872044851463,tvEpisode,False,True,False,0.6931471805599453,29,['GB'],"Crime,Drama",7.5,1.0986122886681098,0.0
Spark,"(5, 6]",1997,30,2.302585092994046,0,0,3.8501476017100584,tvSeries,True,True,False,0.6931471805599453,9,['GB'],Comedy,5.5,0.0,0.0
Glühendes Eiland Kreta,"(6, 7]",1959,12,2.8903717578961645,0,0,2.0794415416798357,short,False,True,False,0.6931471805599453,17,['XWG'],"Documentary,Short",6.5,0.6931471805599453,0.0
Le plaisir (et ses petits tracas),"(4, 5]",1998,100,5.808142489980444,7,0,4.624972813284271,movie,False,True,False,1.791759469228055,332,"['FR', 'IT', 'LU']",Drama,4.5,1.6094379124341003,0.0
Squeaky/The Kaplowey Scroll,"(7, 8]",1982,22,4.532599493153256,1,0,5.572154032177765,tvEpisode,False,True,False,0.6931471805599453,92,['US'],"Adventure,Animation,Comedy",7.5,0.6931471805599453,0.0
Three Men and a Witch on a Horse,"(4, 5]",1971,26,5.429345628954441,2,0,3.6375861597263857,tvEpisode,False,True,False,0.6931471805599453,227,['US'],"Comedy,Family,Fantasy",4.5,1.0986122886681098,0.0
Thasos,"(6, 7]",1961,18,3.1354942159291497,2,0,1.791759469228055,short,False,True,False,1.0986122886681098,22,['GR'],"Documentary,Short",6.5,0.0,0.0
Episode #1.234,"(6, 7]",1999,60,2.4849066497880004,1,0,3.2188758248682006,tvEpisode,False,True,False,2.0794415416798357,11,['AR'],"Comedy,Drama,Romance",6.5,0.0,0.0
Something to Live For,"(6, 7]",1952,89,6.102558594613569,68,0,4.969813299576001,movie,False,True,False,3.044522437723423,446,['US'],Drama,6.5,3.044522437723423,0.0
Magarikado,"(7, 8]",1979,40,3.9318256327243257,1,0,4.07753744390572,tvEpisode,False,True,False,1.0986122886681098,50,['JP'],"Animation,Drama,Family",7.5,0.0,0.0
White Witch of Devil's End,"(4, 5]",2017,173,3.4011973816621555,4,0,2.70805020110221,video,False,True,False,0.6931471805599453,29,['GB'],Mystery,4.5,1.0986122886681098,0.6931471805599453
Mondmann,"(6, 7]",2006,29,4.430816798843313,4,0,4.795790545596741,short,False,True,False,0.6931471805599453,83,['DE'],"Comedy,Drama,Family",6.5,0.6931471805599453,2.772588722239781
Kuduz / Çocuklar Çiçektir,"(6, 7]",1983,77,5.631211781821365,16,0,3.4965075614664802,movie,False,True,False,1.3862943611198906,278,['TR'],Drama,6.5,0.0,0.0
Results,"(7, 8]",1990,40,2.70805020110221,3,0,3.8066624897703196,tvEpisode,False,True,False,0.6931471805599453,14,['GB'],Drama,7.5,0.0,0.0
Danish Porno: Non-Stop-Super-Show,"(5, 6]",1974,74,2.5649493574615367,1,0,1.0986122886681098,movie,False,True,False,0.6931471805599453,12,['XWG'],Comedy,5.5,0.0,0.0
King of the Bingo Game,"(7, 8]",1999,26,3.6888794541139363,2,0,3.871201010907891,short,False,True,False,0.6931471805599453,39,['US'],Short,7.5,0.6931471805599453,0.0
We Could Be Your Parents,"(9, 10]",2013,18,3.332204510175204,1,0,2.995732273553991,short,False,True,False,0.6931471805599453,27,['US'],"Comedy,Drama,Short",9.5,0.6931471805599453,1.3862943611198906
The Three Doctors: Episode Four,"(8, 9]",1973,40,6.621405651764134,5,0,3.58351893845611,tvEpisode,False,True,False,0.6931471805599453,751,['GB'],"Adventure,Drama,Family",8.5,1.9459101490553132,0.0
Serenade,"(4, 5]",1932,13,2.1972245773362196,0,0,1.9459101490553132,short,False,True,False,0.6931471805599453,8,['DE'],"Animation,Short",4.5,0.0,0.0
Mister Scoutmaster,"(6, 7]",1953,87,6.1903154058531475,4,0,4.23410650459726,movie,False,True,False,2.3978952727983707,487,['US'],"Comedy,Family",6.5,2.9444389791664403,0.0
Kisalay,"(8, 9]",2021,92,3.5263605246161616,10,0,2.772588722239781,movie,False,True,False,0.6931471805599453,33,['IN'],Drama,8.5,0.6931471805599453,0.0
Serjeant Musgrave's Dance,"(8, 9]",1961,78,2.8903717578961645,3,0,2.995732273553991,tvEpisode,False,True,False,0.6931471805599453,17,['GB'],"Comedy,Drama",8.5,0.6931471805599453,0.0
A Fright at the Opera,"(7, 8]",1989,40,3.4965075614664802,1,0,3.367295829986474,tvEpisode,False,True,False,0.6931471805599453,32,['GB'],"Animation,Comedy,Family",7.5,1.0986122886681098,0.0
Sate,"(8, 9]",1997,113,2.6390573296152584,1,0,2.8903717578961645,movie,False,True,False,0.6931471805599453,13,['MY'],"Comedy,Drama,Romance",8.5,0.0,0.0
Pi li sha shou,"(4, 5]",1980,90,2.8903717578961645,5,0,3.6109179126442243,movie,False,True,False,1.6094379124341003,17,['HK'],"Action,Crime",4.5,1.0986122886681098,0.0
Sjors en Sjimmie en de Rebellen,"(5, 6]",1972,68,2.772588722239781,2,0,2.833213344056216,movie,False,True,False,0.6931471805599453,15,['NL'],"Adventure,Family",5.5,0.0,0.0
The Maltese Indian,"(6, 7]",1997,44,3.713572066704308,2,0,4.31748811353631,tvEpisode,False,True,False,0.6931471805599453,40,['US'],"Action,Adventure,Crime",6.5,0.0,0.0
Hillbilly Blitzkrieg,"(4, 5]",1942,63,4.919980925828125,8,0,3.5553480614894135,movie,False,True,False,0.6931471805599453,136,['US'],"Comedy,Romance,War",4.5,1.9459101490553132,0.0
Efter fem,"(4, 5]",2019,120,3.784189633918261,2,0,5.780743515792329,tvSeries,True,True,False,0.6931471805599453,43,['SE'],"Reality-TV,Talk-Show",4.5,0.0,1.791759469228055
El padrecito,"(7, 8]",1964,130,6.875232087276577,5,0,3.784189633918261,movie,False,True,False,2.4849066497880004,967,['MX'],"Comedy,Drama,Family",7.5,2.0794415416798357,0.0
