startYear;runtimeMinutes;numVotes;totalImages;totalVideos;totalCredits;AwNmExWins;numRegions;ratingCount;ratingMean;ReviewsTotal
1989;80;29;1;0;18;0;1;29;6.5;0
1990;102;88;2;0;46;0;2;88;6.5;3
2023;28;44;1;0;4;0;3;44;6.5;0
2024;63;16;52;2;7;0;2;16;7.5;1
2006;90;225;1;0;41;2;10;225;6.5;2
1998;108;2861;21;1;351;1;26;2861;6.5;42
1977;94;51;1;0;48;0;3;51;8.5;2
1989;92;23;2;0;42;0;3;23;4.5;3
2019;71;23;4;0;4;0;1;23;9.5;4
1944;10;18;2;0;15;0;1;18;7.5;0
1958;30;49;8;0;31;0;1;49;7.5;0
2020;40;33;1;0;89;0;1;33;7.5;0
2013;67;1662;1;0;139;0;7;1663;8.5;9
2012;91;185;7;1;43;1;1;185;6.5;12
2014;13;5;1;0;8;0;2;5;4.5;0
1905;1;280;2;0;2;0;2;280;4.5;3
2022;53;9;7;0;32;0;2;9;8.5;0
1903;1;68;0;0;1;0;1;68;3.5;2
2024;48;243;2;1;14;0;7;246;6.5;1
1961;40;33;0;0;9;0;1;33;8.5;0
1994;97;496;14;0;18;0;20;496;5.5;8
1963;3;64;2;0;7;0;2;64;6.5;1
2014;135;12;3;1;14;0;1;12;4.5;0
1961;85;15;4;0;41;0;6;15;3.5;0
2014;60;14;5;0;13;1;1;14;6.5;2
1983;92;76;6;0;55;0;1;76;5.5;3
2007;81;24;0;0;7;0;1;24;6.5;0
2014;40;944;11;0;4;0;1;947;7.5;0
2012;26;10;1;0;14;0;1;10;7.5;0
1961;26;33;1;0;27;0;1;33;7.5;1
1959;10;843;23;0;23;1;9;843;5.5;19
1964;10;121;2;0;18;0;6;121;6.5;0
2018;3;82;3;0;13;0;2;82;5.5;0
2021;23;5;1;0;56;2;1;5;6.5;0
1994;29;133;46;0;33;0;1;133;7.5;2
1968;60;41;2;0;30;0;1;41;7.5;2
1989;45;97;2;0;288;0;3;97;8.5;4
2022;40;504;4;0;190;0;1;505;6.5;2
2001;22;16;1;0;23;0;1;16;5.5;1
2009;92;11;0;0;28;0;1;11;9.5;0
1990;71;100;0;0;8;0;1;100;7.5;1
1921;59;21;0;0;15;0;2;21;5.5;3
2023;40;48;13;0;102;0;7;48;7.5;0
1933;150;93;2;0;10;0;2;93;7.5;1
1996;120;247801;236;4;402;30;51;247830;6.5;720
2013;95;911;13;1;67;6;4;911;4.5;22
1974;137;187;17;0;24;0;4;187;6.5;1
1956;58;26;1;0;37;0;1;26;7.5;2
1993;53;81;6;0;7;0;3;81;7.5;1
1981;70;40;9;0;31;0;3;40;3.5;0
2005;51;29;6;0;21;0;1;29;6.5;0
1961;90;16;2;0;55;0;1;16;5.5;0
1992;106;28;1;0;15;0;3;28;6.5;0
1940;65;33;1;0;52;0;1;33;6.5;2
2015;53;10;1;0;6;0;1;10;6.5;0
2004;108;50;1;0;24;0;5;50;7.5;5
2006;40;7;3;0;119;0;1;7;8.5;0
2002;92;13;0;0;13;0;1;13;7.5;0
1987;28;133;3;0;1;0;1;133;7.5;0
1998;104;34;3;0;27;0;1;34;5.5;2
2008;88;975;16;0;132;0;9;975;3.5;25
2016;45;13;0;0;81;0;1;13;7.5;0
2021;139;42;1;1;65;0;1;42;3.5;0
1985;120;112;0;0;69;0;1;113;7.5;4
2015;134;26246;218;1;153;36;11;26261;7.5;206
1979;97;4178;25;1;115;1;23;4180;7.5;66
1944;8;915;18;0;24;0;10;915;7.5;9
1995;82;105;0;0;29;0;1;105;5.5;1
2015;83;294;1;1;82;0;12;295;6.5;11
2016;94;3666;22;3;207;2;7;3668;4.5;104
1998;120;16;2;0;13;0;1;16;6.5;0
2017;55;15;6;0;75;0;1;15;6.5;0
2020;102;242;2;0;100;0;1;242;7.5;9
2003;89;13;0;0;28;0;1;13;8.5;5
2019;55;255726;1911;17;1493;117;42;256172;8.5;1179
2017;21;34;1;0;61;0;1;34;6.5;0
2014;4;13;1;0;16;0;1;13;6.5;0
1976;95;16;1;0;48;0;4;16;6.5;0
1997;30;16;0;0;33;0;1;16;4.5;0
1991;108;45;7;0;46;0;10;45;7.5;1
1997;90;12;0;0;21;0;3;12;6.5;0
1991;89;5572;34;1;235;1;24;5575;4.5;59
2022;92;54;1;0;4;0;1;54;6.5;0
1958;100;10;10;0;13;0;2;10;3.5;0
1924;92;19;0;0;4;0;2;19;4.5;0
1967;35;94;42;0;35;0;2;94;7.5;1
2017;85;31;2;0;23;2;4;31;6.5;2
2023;38;320;1;0;269;0;1;320;8.5;1
1924;73;100;18;0;46;0;18;100;6.5;4
1956;107;126;14;0;74;1;12;126;5.5;2
2020;93;22;5;0;28;0;1;22;6.5;6
2018;94;1413;2;1;20;0;3;1413;3.5;3
2017;90;6;1;0;8;0;1;6;6.5;0
2022;40;10;0;0;23;0;1;10;6.5;0
1985;40;12;29;0;46;0;7;12;7.5;0
1938;87;30;1;0;32;0;1;30;6.5;2
1992;93;135;25;0;204;0;1;135;4.5;2
2013;92;11;2;0;62;0;1;11;8.5;0
1965;13;96;0;0;6;0;2;97;6.5;0
1986;101;2622;65;1;129;0;21;2622;5.5;58
2003;40;6;0;0;111;0;7;6;7.5;0
1963;110;20;1;0;24;0;2;20;8.5;0
1927;90;31;1;0;19;0;4;31;5.5;2
1981;60;14;0;0;58;1;1;14;6.5;0
1995;23;244;3;0;81;0;1;244;7.5;2
1972;41;397;17;0;109;0;1;397;7.5;7
1973;85;46;1;0;39;0;2;46;4.5;3
1994;40;10;0;0;88;0;1;10;7.5;0
2009;88;6;1;0;44;0;1;6;2.5;0
1934;68;52;9;0;24;0;1;52;4.5;6
1991;71;16;0;0;16;0;2;16;5.5;0
1989;101;397;2;0;59;0;2;397;7.5;2
2022;20;61;4;0;23;0;1;61;7.5;1
1954;30;25;0;0;52;0;3;25;8.5;0
2015;134;15;5;0;26;0;1;15;4.5;0
1996;76;15;0;0;22;0;1;15;3.5;1
1940;85;55;2;0;58;0;3;55;6.5;0
2020;53;74;18;0;19;4;5;74;7.5;2
1977;40;15;1;0;55;0;1;15;7.5;1
1989;92;14;1;0;203;0;2;14;5.5;0
2017;13;8;1;0;20;0;1;8;7.5;0
2010;53;12;1;0;112;0;1;12;7.5;0
1966;189;57810;154;1;90;1;44;57820;7.5;330
1988;81;757;10;0;82;1;11;757;6.5;8
1990;28;16;2;0;30;0;4;16;5.5;0
1978;92;38;0;0;10;0;2;38;6.5;0
2015;11;166;1;0;44;0;1;167;5.5;1
2013;92;112;6;0;54;2;2;112;7.5;2
2007;81;652;3;1;18;0;5;653;6.5;37
1982;191;241649;138;4;347;23;43;241662;7.5;467
1974;40;8;0;0;43;0;1;8;7.5;0
1961;7;28;1;0;17;0;1;28;5.5;1
2013;20;52;1;0;7;1;1;52;6.5;1
2012;104;157;2;0;70;1;2;157;7.5;6
2003;82;7;1;0;14;0;1;7;7.5;0
2001;71;31;0;0;5;0;1;31;9.5;0
1999;44;69;7;0;123;0;1;70;8.5;0
1989;80;13;0;0;10;0;1;13;7.5;0
1997;81;7;1;0;39;0;1;7;5.5;0
2015;92;4116;37;3;318;26;23;4120;6.5;105
1995;23;2152;21;0;70;0;2;2158;7.5;8
2009;40;12;0;0;37;0;7;12;7.5;0
1993;90;6;0;0;25;0;1;6;7.5;0
1995;82;17;0;0;21;0;1;17;7.5;0
2005;19;9;2;0;27;0;1;9;5.5;1
1964;40;9;0;0;30;0;1;9;1.5;0
2006;40;10;0;0;76;0;1;10;7.5;0
2016;7;108;14;0;16;1;1;108;6.5;0
1896;1;343;2;0;4;0;3;343;5.5;7
1953;16;22;2;0;3;1;1;22;6.5;2
1968;50;3584;13;0;97;0;1;3586;7.5;46
2022;145;16;2;0;5;0;1;16;7.5;0
1970;31;16;2;0;7;0;1;16;6.5;1
2012;92;41;2;0;20;0;3;41;5.5;0
2020;14;23;2;0;31;2;2;23;6.5;2
2016;7;7;4;0;21;0;1;7;7.5;0
1981;25;37;5;0;30;0;1;37;7.5;0
2020;40;11;0;0;39;0;1;11;7.5;0
1974;30;127;1;0;36;0;1;127;7.5;1
1978;25;4442;100;0;32;0;39;4442;7.5;15
2008;47;21;1;0;55;0;1;21;8.5;0
1994;71;10;4;0;23;0;1;10;6.5;0
2005;40;27;5;0;55;0;1;27;7.5;0
1990;48;71;15;0;48;0;1;71;8.5;1
2023;24;35;1;0;49;0;1;35;7.5;0
1996;20;21;0;0;5;0;1;21;7.5;0
1985;100;136;3;1;24;1;2;136;6.5;3
2006;106;23;1;1;75;0;1;23;5.5;0
1988;45;4054;28;0;97;0;1;4060;5.5;45
2020;4;5;4;0;9;2;1;5;9.5;0
1996;40;14;0;0;6;0;1;14;7.5;0
2014;19;8;2;0;23;1;1;8;8.5;0
2002;126;32;0;0;14;0;2;32;6.5;7
1970;40;14;0;0;44;0;1;14;6.5;0
1935;8;208;7;0;4;1;4;208;5.5;4
1998;18;17;1;0;18;0;1;17;6.5;0
1994;92;10;1;0;8;0;1;10;3.5;0
1998;24;21;0;0;88;0;1;21;4.5;2
1993;40;50;1;0;144;0;1;50;7.5;0
1999;40;21;0;0;37;0;1;21;7.5;0
1998;60;191;10;0;36;0;4;191;6.5;2
1983;82;16;0;0;14;0;1;16;4.5;0
1994;72;8;57;0;45;0;1;8;6.5;0
1998;13;43;2;0;13;0;2;43;7.5;1
1983;105;11806;62;1;243;0;36;11812;6.5;95
1926;71;452;20;0;30;0;12;452;6.5;22
1972;92;23;1;0;22;0;1;23;4.5;1
1961;30;1931;94;11;393;4;13;1933;7.5;28
2016;42;489;16;1;209;0;1;489;7.5;3
1995;13;53;0;0;14;0;1;53;8.5;1
2008;53;23;1;0;162;0;2;23;5.5;1
2021;98;526;18;1;73;1;11;526;6.5;29
1947;13;13;0;0;1;0;1;13;6.5;0
2016;60;16;0;0;10;0;1;16;7.5;0
1996;40;14;2;0;8;0;1;14;7.5;0
1942;61;181;6;0;37;0;17;181;6.5;7
1991;92;10;0;0;24;0;1;10;5.5;0
1955;45;8;0;0;10;0;1;8;8.5;0
1969;40;122;28;0;41;0;1;122;7.5;2
1999;81;14;0;0;5;0;1;14;1.5;0
1937;6;301;6;0;11;0;2;301;6.5;7
1994;90;119;0;0;21;0;3;120;5.5;2
1957;13;93;1;0;27;0;1;93;7.5;3
2006;20;18;0;0;3;0;1;18;9.5;0
1985;53;15;60;0;174;0;1;15;7.5;0
2015;108;5604;16;0;123;2;3;5608;6.5;12
1948;82;9;0;0;35;0;3;9;6.5;3
2015;80;511;7;0;85;0;2;511;5.5;8
1969;40;27;1;0;28;0;7;27;7.5;1
1996;45;264;3;0;84;0;1;265;7.5;1
2015;13;75;1;0;47;9;2;75;6.5;6
1983;60;74;1;0;102;0;3;74;6.5;3
2004;123;7781;23;0;37;0;23;7782;7.5;67
1998;109;230;6;0;187;5;1;230;6.5;9
1983;30;88;1;0;58;0;1;88;6.5;2
1961;59;9;1;0;7;0;1;9;6.5;0
2012;92;8391;11;2;277;1;7;8392;7.5;39
1913;44;44;2;0;16;0;3;44;5.5;0
1979;134;13;2;0;21;0;1;13;6.5;0
2015;45;25;1;0;24;0;4;25;7.5;0
2021;92;23;9;0;34;0;2;23;8.5;0
1995;106;208;2;0;64;0;9;208;5.5;13
1933;9;21;1;0;10;0;1;21;4.5;1
1896;1;970;2;0;3;0;6;970;5.5;7
2017;75;41;1;0;10;1;6;41;5.5;0
1996;56;54;1;0;47;0;1;54;9.5;0
2016;17;17;4;0;14;0;1;17;7.5;0
1969;52;17;2;0;39;0;1;17;7.5;1
1945;73;32;4;0;59;0;8;32;6.5;1
2014;42;9;0;0;46;0;1;9;8.5;0
1962;79;27;3;0;39;0;1;27;5.5;0
1983;92;35;1;0;16;0;1;35;7.5;0
2021;86;14;1;0;2;0;2;14;5.5;1
2005;90;44;4;0;49;0;3;44;4.5;4
2012;53;84;3350;0;2685;7;9;85;6.5;0
2002;40;9;1;0;9;0;1;9;7.5;0
1986;80;285;64;0;142;0;15;285;5.5;7
1968;95;170;4;0;58;0;10;170;5.5;7
2023;7;17;3;0;9;0;2;17;6.5;1
2002;40;144;1;0;129;0;1;144;6.5;1
1998;13;13;2;0;10;0;4;13;7.5;1
1996;105;18;2;0;9;1;1;18;8.5;0
1998;45;471;3;0;68;0;1;471;7.5;0
1915;22;54;1;0;10;0;3;54;5.5;4
1967;22;66;1;0;34;0;7;66;7.5;2
2015;44;16;1;0;65;0;1;16;5.5;0
1992;128;35;2;0;14;0;1;35;7.5;1
1974;92;449;3;0;29;0;2;449;6.5;7
2019;95;853;113;0;565;0;12;853;6.5;15
2019;99;29;7;0;36;0;2;30;6.5;2
1983;77;14;0;0;27;0;1;14;6.5;2
2007;90;15;1;0;30;0;1;15;4.5;0
1950;110;240569;159;3;124;20;54;240627;8.5;972
1971;30;34;1;0;46;0;1;34;6.5;1
2015;27;75;114;3;201;0;3;75;5.5;16
1994;115;12;1;0;16;0;1;12;5.5;0
1917;57;9;1;0;8;0;3;9;5.5;0
1988;40;12;0;0;69;0;1;12;8.5;0
2012;22;171;2;0;83;0;1;171;7.5;1
2016;5;10;1;0;19;0;1;10;6.5;0
1979;78;212;3;0;52;1;7;212;7.5;8
2014;71;5;0;0;9;0;1;5;5.5;0
2023;100;43;4;0;39;10;4;43;7.5;17
1967;102;56;8;0;63;0;3;56;4.5;1
1987;92;1844;46;1;170;2;23;1846;5.5;27
1987;15;11;0;0;35;0;1;11;7.5;4
2018;54;13;0;0;99;0;1;13;6.5;0
2011;81;27;2;0;14;0;1;27;4.5;0
1994;37;33;0;0;34;0;1;33;8.5;0
1968;92;93;19;0;35;0;2;93;7.5;0
1966;13;372;1;0;9;0;5;372;6.5;1
1938;3;22;0;0;9;0;1;22;6.5;2
2007;44;15;0;0;92;0;1;15;8.5;0
1996;90;244;1;0;51;1;5;244;6.5;1
2019;40;19;0;0;61;0;7;19;7.5;0
2011;86;791;39;1;211;0;8;791;3.5;19
2012;25;146;1;0;43;0;1;146;7.5;0
1935;92;35;19;0;33;0;6;36;5.5;2
1960;102;45;1;0;18;0;2;45;7.5;0
2016;92;137;2;0;32;1;2;137;7.5;6
2013;125;188;7;1;73;0;3;188;2.5;21
1971;53;25;1;0;125;0;2;26;7.5;0
1976;175;15;1;0;25;0;2;16;8.5;0
2021;45;5047;4;1;105;0;12;5048;7.5;0
2017;13;10;2;0;7;0;1;10;6.5;0
2007;14;13;0;0;20;0;1;13;7.5;0
1961;92;6407;40;1;126;1;28;6408;7.5;196
1964;70;9;9;0;10;0;1;9;8.5;0
1996;135;122;0;0;78;0;2;122;7.5;0
1997;21;32;0;0;69;0;1;32;7.5;0
2016;160;739;18;1;52;0;1;741;5.5;6
1936;85;29;5;0;45;1;12;29;7.5;1
1904;13;18;0;0;1;0;1;18;4.5;1
2001;82;19;0;0;25;0;1;19;5.5;1
2010;54;7;0;0;17;0;2;7;5.5;0
2002;15;14;1;0;18;1;1;14;7.5;0
1997;27;11;2;0;59;0;1;11;5.5;0
1970;101;77;2;0;47;0;2;77;5.5;7
1999;30;2596;5;0;159;0;1;2600;7.5;9
2015;42;232;1;0;135;0;1;232;7.5;0
2002;20;7;0;0;12;0;2;7;9.5;0
2002;40;44;0;0;63;0;1;44;5.5;0
2009;28;67;1;0;107;0;1;67;7.5;0
1991;99;16319;41;1;244;1;31;16321;6.5;78
2024;94;27;1;0;7;2;1;27;8.5;0
1966;106;73;2;0;13;0;1;73;7.5;0
1987;9;5;1;0;9;0;2;5;5.5;0
2015;43;883;23;0;169;0;1;883;7.5;4
1932;81;1838;7;0;60;0;9;1838;6.5;39
2009;9;9;0;0;13;0;2;9;8.5;0
1980;37;62;14;0;64;0;2;62;6.5;6
1999;60;1244;1;0;88;0;1;1245;7.5;2
1916;13;113;6;0;8;0;1;113;6.5;2
1982;69;9;2;0;6;0;1;9;9.5;0
1951;95;38;1;0;28;0;2;38;5.5;0
2013;12;148;2;0;44;1;2;148;6.5;1
2009;85;503;5;1;156;0;5;504;3.5;4
1970;55;41;2;0;64;0;1;41;7.5;0
2006;45;27;0;0;8;0;1;27;6.5;2
1969;86;12;1;0;24;0;1;12;5.5;0
2014;45;158;2;0;34;3;1;158;3.5;0
2010;41;145;1;0;96;0;1;145;6.5;1
1962;88;91;1;0;25;0;2;91;6.5;0
2019;23;39;1;0;68;0;1;39;7.5;0
1999;40;104;1;0;18;0;1;105;8.5;1
2008;3;7;1;0;7;0;1;7;7.5;0
1906;2;392;2;0;1;0;6;393;5.5;6
1975;50;53;4;0;43;0;1;53;6.5;0
1985;66;22;0;0;11;0;1;22;6.5;1
2010;59;47;1;0;12;0;1;48;7.5;1
2007;60;226;13;0;380;10;10;226;4.5;5
1986;30;50;1;0;12;0;1;50;8.5;1
1989;25;83;1;0;61;0;1;83;6.5;2
2020;17;6;1;0;20;4;1;6;8.5;0
2020;6;8;14;1;18;0;1;8;8.5;0
1968;92;202;26;0;26;0;19;202;4.5;11
1939;92;44;9;0;40;0;6;44;3.5;2
2017;99;14;2;0;21;0;2;14;4.5;1
1952;40;31;5;0;13;0;1;31;8.5;0
1996;30;224;0;0;86;0;1;224;6.5;1
2016;129;70;1;0;23;0;2;70;6.5;0
2022;49;9;1;0;21;0;1;9;7.5;0
1999;119;208;2;0;72;3;3;208;6.5;0
1972;13;7;0;0;1;0;1;7;5.5;0
1997;89;405;15;0;80;0;5;405;3.5;15
1983;40;88;2;0;88;0;1;88;7.5;1
1982;30;78;1;0;44;0;1;78;6.5;3
1998;40;191;1;0;113;0;1;191;7.5;3
1981;81;15;1;0;40;0;4;15;6.5;0
1999;44;389;1;0;79;0;1;389;8.5;7
1991;29;13;0;0;10;0;1;13;5.5;0
2023;62;203;2;0;52;0;1;203;7.5;5
2023;88;177;6;0;31;0;8;179;5.5;5
1989;145;118120;202;2;496;26;52;118139;7.5;297
2016;103;10;3;1;26;2;2;10;7.5;0
1987;29;27;3;0;8;2;1;27;6.5;1
1997;22;50;2;0;70;0;1;50;7.5;1
1982;94;1280;237;1;63;0;12;1280;4.5;91
1988;59;35;1;0;49;0;3;35;7.5;0
2014;20;7;0;0;51;0;1;7;8.5;0
1993;82;331;1;0;44;0;2;331;2.5;4
1961;30;73;22;0;39;0;1;73;6.5;0
2022;40;8;1;0;21;0;1;8;5.5;0
2007;71;8;0;0;6;0;1;8;7.5;0
1974;92;114;7;0;56;0;4;114;7.5;0
1983;95;6;0;0;51;0;1;7;5.5;0
1986;40;11;11;0;41;0;7;11;7.5;0
2006;81;1445;4;2;55;0;7;1445;4.5;52
1978;20;91;1;0;20;1;2;91;6.5;1
2012;3;10;1;0;9;0;1;10;2.5;0
1950;92;10;2;0;33;0;1;10;5.5;0
2006;59;36;1;0;26;0;7;36;7.5;1
1989;57;35;1;0;14;0;1;35;7.5;3
2015;47;40;1;0;43;0;1;40;8.5;0
2020;15;91;4;0;48;0;1;91;7.5;3
1962;40;211;3;0;49;0;1;212;6.5;8
2010;87;40;1;1;45;0;1;40;7.5;0
1977;30;47;2;0;37;0;1;47;6.5;1
2021;83;1299;35;5;74;0;8;1300;6.5;26
2011;40;165;9;0;126;0;1;165;7.5;2
1961;92;649;17;0;81;0;14;649;5.5;15
2004;81;8;2;0;11;0;1;8;6.5;0
2007;86;342;1;1;104;0;2;342;4.5;5
1961;13;46;1;0;4;0;1;46;5.5;1
2015;200;117;2;0;113;0;1;117;6.5;0
1990;46;3720;17;0;99;0;1;3723;7.5;26
1979;105;34;1;0;28;0;2;34;6.5;1
2001;40;45;0;0;51;0;1;45;7.5;0
1909;13;6;0;0;1;0;1;6;5.5;1
2011;129;36;5;0;25;0;3;36;7.5;0
2012;16;8;1;0;41;0;1;8;8.5;0
1978;40;29;23;0;32;0;1;29;5.5;3
2016;98;2539;14;1;107;11;20;2539;5.5;77
1976;25;73;52;0;14;0;1;73;7.5;5
1972;95;30;4;0;42;0;1;30;5.5;0
2013;82;23;0;0;19;2;1;23;6.5;1
1999;80;17;0;0;17;1;1;17;7.5;2
1962;131;264;22;0;80;0;16;265;6.5;3
2005;25;12;0;0;23;0;4;12;8.5;0
1992;40;7;1;0;53;0;1;7;6.5;0
2019;5;52;1;0;2;0;1;52;6.5;5
1976;92;13898;79;1;59;1;29;13903;6.5;280
1912;10;32;1;0;5;0;1;32;4.5;1
2013;60;158;3;0;13;0;1;158;9.5;1
2015;60;157;9;1;46;2;10;157;7.5;0
2013;34;1545;3;0;181;0;1;1545;7.5;1
2015;30;20;1;0;60;0;1;20;7.5;0
1987;89;40;1;0;58;0;2;40;4.5;0
1931;63;8;3;0;12;0;2;8;7.5;0
2022;65;1667;5;5;504;11;16;1670;8.5;24
1973;40;28;4;0;33;0;1;28;6.5;2
1970;13;9;1;0;1;0;1;9;6.5;0
2002;30;18;0;0;41;0;1;18;5.5;0
1989;30;68;1;0;156;2;5;68;7.5;0
1970;53;8;0;0;225;0;2;8;5.5;0
1988;80;116;6;0;83;0;1;116;6.5;5
1928;6;119;7;0;14;0;1;120;6.5;3
1983;50;108;7;0;23;0;1;108;8.5;2
2019;20;1355;82;0;134;0;1;1356;7.5;5
1986;127;2080;4;0;19;0;3;2081;8.5;29
2018;81;18;1;0;39;1;1;18;6.5;0
1992;60;635;12;0;101;0;1;636;8.5;7
1895;13;23;0;0;3;0;1;23;4.5;0
1995;28;28;2;0;50;0;1;28;6.5;1
1896;13;32;0;0;3;0;1;32;5.5;0
1929;7;7;6;0;3;0;1;7;5.5;2
1987;116;398;5;0;54;1;4;398;6.5;1
2005;30;24;0;0;43;0;1;24;6.5;0
1971;90;37;2;0;32;0;1;37;5.5;0
1957;90;301;8;0;49;0;13;301;5.5;9
1972;92;12;1;0;25;0;5;12;7.5;0
2022;102;81;3;0;201;1;6;81;7.5;3
2018;71;8;1;0;17;0;1;8;6.5;0
1988;98;589;14;0;147;0;14;589;5.5;25
1957;30;19;1;0;205;0;1;19;6.5;0
1981;95;804;5;0;76;0;3;805;6.5;1
2020;60;908;11;2;44;0;7;908;7.5;20
2020;92;228;94;3;57;0;6;228;3.5;12
1977;60;30;2;0;33;0;1;30;8.5;0
1955;81;692;6;0;73;0;25;691;6.5;24
1967;10;6;1;0;18;0;1;6;5.5;0
2011;198;43;1;0;9;0;6;43;6.5;0
2011;100;8197;42;2;171;0;18;8198;5.5;38
2004;80;73;2;1;19;0;2;73;5.5;8
1965;80;204;75;0;23;0;2;204;5.5;0
1998;10;28;0;0;24;0;1;28;5.5;0
2018;22;20;1;0;34;0;1;20;6.5;0
2007;53;19;1;0;104;0;1;19;5.5;0
2008;13;59;0;0;17;0;1;59;6.5;1
1984;28;158;1;0;2;0;2;158;6.5;8
2016;21;2932;16;3;152;0;1;2934;7.5;2
1994;47;104;3;0;64;0;1;104;7.5;0
1951;77;973;60;0;106;0;17;973;6.5;39
2002;240;16;0;0;12;0;1;16;6.5;2
1996;25;211;3;0;33;0;1;212;7.5;3
1994;29;16;0;0;51;0;1;16;8.5;0
2024;114;58;1;0;223;0;12;58;4.5;10
2020;86;114;1;0;43;2;10;114;7.5;3
2010;2;196;1;0;44;0;1;196;4.5;2
2002;81;9;0;0;8;0;1;9;6.5;0
1969;51;184;1;0;42;0;1;184;7.5;1
2017;145;950;28;1;69;2;4;951;5.5;7
1992;60;47;2;0;140;0;1;47;7.5;0
1996;107;19422;132;1;409;1;33;19429;6.5;183
1998;22;655;6;0;61;0;1;655;7.5;1
1998;77;35;3;1;39;0;1;35;3.5;2
1990;40;13;11;0;34;0;7;13;7.5;0
1973;25;106;3;0;31;0;1;106;8.5;4
1963;90;15;0;0;19;0;1;15;9.5;0
1975;92;20;0;0;20;0;1;20;5.5;2
1967;13;8;1;0;3;0;1;8;6.5;0
2014;88;44;3;0;38;1;2;44;5.5;11
1994;91;17;2;0;58;0;2;17;4.5;0
1980;5;19;0;0;4;0;1;19;6.5;0
1940;20;123;2;0;31;0;1;123;6.5;8
1966;92;20;1;0;9;0;1;20;6.5;0
2005;137;1174;4;0;68;0;2;1174;8.5;8
2007;40;141;1;0;170;0;1;141;7.5;0
1948;16;24;14;0;16;0;1;24;6.5;4
1961;77;16;1;0;75;0;5;17;4.5;0
1953;105;1901;105;1;42;0;27;1901;7.5;57
1977;50;17;26;0;58;0;1;17;8.5;0
2017;85;52;12;0;40;22;2;52;8.5;2
1982;85;18;1;0;66;0;3;18;5.5;0
2008;13;47;1;0;28;2;1;47;8.5;0
1986;120;94;2;0;71;0;7;94;5.5;0
1971;55;21;0;0;4;0;1;21;6.5;0
2014;92;233;1;0;72;7;3;233;6.5;3
1994;98;825;10;0;119;0;12;825;4.5;9
2014;46;126;3;0;63;0;7;126;7.5;1
2001;120;50;0;0;43;0;1;50;5.5;0
1965;25;426;5;0;30;0;1;426;8.5;3
1982;82;29;0;0;45;0;1;29;5.5;2
1983;28;22;1;0;1;0;1;22;6.5;0
2007;108;78797;78;12;522;3;40;78810;5.5;439
1961;30;79;1;0;40;0;1;79;6.5;2
2003;105;39670;117;4;332;13;31;39675;5.5;323
1984;30;95;0;0;52;0;1;95;6.5;0
1935;92;12;2;0;29;0;4;12;6.5;0
2019;14;15;4;1;52;3;1;15;6.5;1
2010;50;24;17;0;24;0;1;24;6.5;0
1965;90;74;5;0;52;0;12;74;6.5;6
2014;22;34;1;0;59;0;1;35;7.5;0
2007;92;2207;45;0;245;0;6;2208;7.5;9
2005;98;4493;27;1;96;34;13;4494;6.5;65
1996;81;204;1;0;82;0;1;204;7.5;0
1991;92;28;1;0;17;2;3;28;6.5;0
1992;90;88;2;0;62;0;1;89;7.5;3
2017;53;9;4;0;32;0;1;10;7.5;0
1987;100;10;97;0;22;0;2;10;5.5;0
2022;22;318;1;0;23;0;1;320;8.5;0
1988;79;112;2;0;47;0;2;112;8.5;1
1991;40;26;2;0;41;0;1;26;7.5;0
2020;13;14;5;0;24;0;1;14;9.5;0
2010;85;94;8;1;74;2;2;94;7.5;5
2024;39;3267;5;0;534;0;1;3273;6.5;14
2006;50;6;0;0;9;0;1;6;8.5;0
2018;46;8;0;0;71;0;7;8;6.5;2
1996;2;7;1;0;5;0;1;7;6.5;0
1978;73;35;0;0;8;0;3;35;4.5;1
1961;30;10;1;0;8;0;1;10;8.5;4
2012;20;7;1;0;32;0;1;7;8.5;0
1899;13;109;1;0;2;0;3;109;4.5;1
1993;94;9;1;0;17;0;1;9;6.5;0
2019;59;9;1;0;4;0;2;9;7.5;0
2015;80;12;1;1;6;0;1;12;4.5;2
1965;40;215;6;0;40;0;1;215;7.5;4
1995;90;12;6;0;10;0;1;12;4.5;1
1977;92;16;1;0;26;0;1;16;5.5;1
2022;48;23;0;0;343;0;1;24;6.5;1
1997;24;300;3;0;167;0;1;300;7.5;0
1974;60;152;0;0;50;0;1;152;7.5;2
1989;92;72;1;0;43;0;2;72;6.5;0
2013;92;9;1;0;8;0;1;9;5.5;1
2007;45;9;0;0;52;0;1;9;7.5;0
2016;41;5;2;0;62;0;1;5;7.5;0
2019;92;30;2;0;11;0;1;30;8.5;0
2001;25;938;2;0;192;0;13;938;8.5;8
1970;40;7;0;0;5;0;1;7;3.5;1
2014;58;141;6;0;60;0;1;141;6.5;1
1992;23;58;0;0;57;0;1;58;7.5;0
1912;6;24;0;0;2;0;2;24;5.5;1
2021;56;9;0;0;1;0;1;9;8.5;0
1954;5;6;0;0;3;0;1;6;4.5;0
1993;28;15;1;0;33;0;7;15;8.5;0
2011;94;139;4;0;40;0;6;139;5.5;5
2010;28;50;1;0;142;0;1;50;7.5;13
2010;13;5;2;0;27;0;1;5;8.5;0
2004;100;92;2;1;26;0;2;92;6.5;9
1978;110;343;2;0;67;2;2;343;5.5;9
1960;92;137;16;0;49;0;5;137;5.5;8
1978;49;233;32;0;53;0;1;233;6.5;5
