startYear;runtimeMinutes;numVotes;totalImages;totalVideos;totalCredits;AwNmExWins;numRegions;ratingCount;ratingMean;ReviewsTotal
2023;53;21;1;0;47;0;2;22;7.5;0
2016;40;9;0;0;36;0;1;9;7.5;0
2023;90;14;3;0;25;0;1;14;7.5;2
2005;22;168;1;0;7;0;1;169;7.5;0
2023;53;197;1;0;5;0;9;197;5.5;5
1987;47;66;1;0;75;0;1;66;7.5;1
1989;85;30;1;0;5;0;1;30;7.5;3
2007;53;20601;1074;5;1470;73;29;20617;8.5;358
1982;80;17;1;0;42;0;1;17;5.5;0
1992;28;8;0;0;24;0;7;8;5.5;0
1993;21;8;0;0;11;0;1;8;9.5;0
2007;121;188;1;0;127;2;6;188;6.5;3
1999;92;63;2;0;74;0;2;63;3.5;0
1896;1;27;0;0;1;0;3;27;4.5;1
2002;71;37;1;0;26;0;1;37;5.5;3
1970;10;26;2;0;25;0;6;26;7.5;0
2010;44;58;13;0;200;0;1;58;8.5;0
1988;40;65;4;0;97;0;1;65;7.5;1
1996;30;18;0;0;30;0;1;18;4.5;0
2016;71;6;0;0;11;0;1;6;6.5;0
1950;92;20;1;0;53;0;1;20;6.5;0
1996;99;4790;23;0;44;6;25;4791;7.5;44
2001;92;60;1;0;111;0;1;60;7.5;2
2021;14;13;1;0;10;0;1;13;8.5;2
2016;44;10;0;0;48;0;1;10;7.5;0
1945;65;91;4;0;28;0;4;91;5.5;5
1937;13;691;2;0;29;0;16;691;6.5;15
2018;95;31;1;1;40;1;2;31;4.5;0
1971;6;45;1;0;11;0;2;45;5.5;1
1982;105;84;6;0;98;0;10;84;5.5;3
2004;40;7;0;0;75;0;1;7;7.5;0
2012;22;55;1;0;142;0;1;55;5.5;0
1995;60;113;0;0;23;0;1;113;8.5;0
1987;51;16;1;0;2;0;3;16;6.5;0
1979;40;39;1;0;55;0;1;39;8.5;0
2019;48;6;1;0;15;0;1;6;8.5;0
1986;92;19;1;0;17;0;1;19;6.5;1
2023;40;59;1;0;7;0;1;61;9.5;1
2007;87;686;11;0;36;0;13;686;7.5;16
2020;71;31;1;0;1;0;1;31;7.5;1
1994;53;23;14;0;13;0;1;23;6.5;0
1999;92;433;1;0;93;0;1;433;4.5;2
1983;100;18;1;0;14;0;2;18;5.5;2
2015;114;21;4;0;25;0;2;21;7.5;0
2006;40;9;0;0;41;0;1;9;6.5;0
1989;23;163;2;0;56;0;1;163;6.5;3
2016;40;43;1;0;39;0;1;43;7.5;1
2017;4;26;1;0;6;0;1;26;2.5;0
1951;13;8;0;0;5;0;1;8;6.5;0
1948;92;407;7;0;67;0;3;407;6.5;17
2022;13;84;1;0;12;4;1;84;6.5;1
1944;85;9;7;0;28;0;1;9;6.5;0
1949;66;103;2;0;28;0;5;103;6.5;7
1997;77;35;0;0;23;0;3;35;6.5;2
1952;84;12;4;0;30;0;2;12;5.5;0
2003;28;66;2;0;25;0;1;66;6.5;1
2005;25;51;0;0;23;0;1;51;4.5;0
1987;82;51;2;0;12;0;3;51;8.5;1
2011;57;13;0;0;10;0;3;13;6.5;0
1990;40;173;0;0;31;0;7;173;6.5;0
1969;40;170;1;0;40;0;1;170;7.5;3
1994;53;257;67;0;908;13;9;258;7.5;2
2021;43;493;1;0;75;0;1;493;6.5;16
1992;60;30;1;0;110;0;3;30;7.5;2
1991;129;28;1;0;43;0;1;28;4.5;1
2011;13;345;1;0;16;0;1;345;7.5;0
2010;3;40;1;0;14;0;1;40;7.5;0
1966;89;11;1;0;15;0;3;11;5.5;1
1988;40;9;0;0;60;0;7;9;6.5;0
2011;84;15047;134;1;355;1;17;15053;6.5;63
1990;22;639;10;0;59;0;1;639;7.5;2
1988;90;26;26;0;40;0;1;26;4.5;0
1957;110;9;2;0;10;0;4;9;4.5;0
1975;84;199;4;0;80;0;5;199;4.5;2
2006;30;15;2;0;8;0;1;15;8.5;0
2023;92;20;4;0;17;0;1;20;7.5;1
1996;97;137;0;0;11;0;1;137;6.5;3
2019;40;13;2;0;14;0;1;13;8.5;0
1998;60;12;1;0;23;0;7;12;6.5;0
2014;59;25953;39;0;351;0;1;26000;8.5;21
2018;10;39;71;0;3;0;1;39;6.5;0
2004;92;15;0;0;1;0;1;15;6.5;0
1969;40;50;1;0;32;0;1;50;6.5;0
1966;30;58;1;0;35;0;1;58;7.5;1
2011;54;28;1;0;66;0;1;28;6.5;0
2022;90;10;9;0;29;0;4;10;4.5;3
2015;53;6;10;0;56;0;1;6;7.5;0
2021;92;9;4;0;19;0;3;9;9.5;0
2015;24;11;1;0;20;3;4;11;6.5;0
1986;120;205;2;0;49;0;6;205;7.5;2
2007;40;12;2;0;78;0;1;12;6.5;0
1980;23;86;3;0;64;0;3;86;7.5;3
2023;52;74;4;0;91;0;4;74;5.5;0
1987;40;17;0;0;34;0;1;17;8.5;1
2004;15;11;0;0;27;0;2;11;6.5;1
2007;28;447;22;3;138;0;1;447;5.5;0
2019;45;389;5;0;99;3;13;389;7.5;8
1980;95;25;2;0;69;0;3;25;5.5;0
1996;90;13;1;0;99;2;1;13;7.5;0
1999;78;390;5;0;46;0;4;390;3.5;25
1995;80;115;1;0;59;0;2;115;7.5;0
1965;60;24;19;0;37;0;1;24;7.5;0
1996;71;13;0;0;5;0;1;13;7.5;1
2010;135;1107;6;1;89;0;5;1107;6.5;17
2015;90;53;7;0;100;0;3;53;4.5;2
1995;92;13;3;0;21;0;1;13;7.5;0
2012;55;27;1;0;93;0;1;27;7.5;1
1990;92;16;1;0;9;0;1;16;3.5;0
1956;30;45;0;0;29;0;1;45;7.5;0
2021;44;19;0;0;268;0;1;19;6.5;0
1987;60;52;2;0;41;0;1;52;7.5;1
1986;88;96;0;0;31;3;1;96;7.5;4
1973;92;12;0;0;27;0;2;12;5.5;2
2010;92;7;1;0;13;0;1;7;4.5;0
1942;92;9;0;0;18;0;1;9;7.5;0
2017;80;199;6;0;186;7;10;200;4.5;4
2011;43;97;7;0;136;0;1;97;8.5;0
2008;5;21;1;0;14;0;1;21;5.5;2
1982;60;48;3;0;54;0;1;48;6.5;7
1930;80;25;4;0;39;0;6;25;6.5;0
1999;60;10;1;0;23;0;7;10;6.5;0
2018;60;10;0;0;48;0;1;10;6.5;0
1979;89;108;10;0;67;0;5;108;6.5;0
2018;15;43;2;0;8;1;4;43;7.5;2
2012;15;12;1;0;24;0;1;12;3.5;0
2004;12;210;1;1;40;0;1;210;5.5;1
1985;97;300;7;0;23;2;3;300;6.5;0
1960;92;250;43;0;46;0;13;250;6.5;15
2018;53;7;2;0;3;0;1;7;3.5;0
1996;105;395;2;0;78;0;12;395;6.5;26
1997;40;29;0;0;57;0;1;29;7.5;0
1996;25;168;3;0;36;0;1;169;7.5;3
2009;81;65;1;0;22;0;8;65;8.5;1
1997;30;31;0;0;12;0;1;31;7.5;0
2016;12;14;12;0;12;0;1;14;7.5;0
1978;136;82;2;0;21;0;1;82;6.5;1
1990;71;26;1;0;3;0;1;26;6.5;0
1973;12;31;0;0;22;0;1;31;5.5;1
2007;57;162;1;0;17;0;1;162;7.5;3
2014;71;5;1;0;6;0;1;5;9.5;0
2001;40;1105;31;0;52;0;1;1111;6.5;0
2004;8;10;1;0;14;1;1;10;5.5;0
2020;53;6;17;0;52;0;1;6;7.5;0
1929;95;17;5;0;31;0;5;17;4.5;1
2015;12;38;2;0;10;0;1;40;6.5;0
1988;93;984;6;0;45;0;13;985;5.5;25
1996;40;7;0;0;34;0;1;7;5.5;0
2020;29;65;1;0;56;0;1;65;6.5;1
1983;81;7;0;0;4;0;1;7;7.5;0
2021;13;14;12;0;38;7;1;14;9.5;0
2009;92;25;1;0;66;0;2;25;5.5;0
2017;71;8;1;0;9;0;1;8;9.5;0
2009;43;8;1;0;62;0;1;8;5.5;0
1968;27;26;1;0;26;0;4;26;7.5;0
1967;40;7;1;0;18;0;1;7;6.5;0
1999;25;17;1;0;203;0;1;17;6.5;0
1995;92;75;1;0;26;0;4;75;5.5;0
2016;43;805;14;0;176;0;1;806;8.5;10
1904;1;48;0;0;2;0;1;48;5.5;1
1933;105;432;29;0;157;0;16;432;7.5;17
2004;53;23;0;0;6;0;1;23;7.5;3
2020;1;6;1;0;5;0;1;6;7.5;0
2006;90;53;1;0;11;0;2;53;7.5;1
1966;21;75;1;0;26;0;7;75;7.5;3
1999;40;17;0;0;88;0;1;17;6.5;0
2018;92;511;11;1;137;3;11;512;4.5;44
1993;24;295;5;0;64;0;1;295;7.5;0
1923;19;46;8;0;8;0;1;46;6.5;6
2002;131;217;4;0;23;0;8;217;7.5;8
2016;21;233;83;0;132;0;1;233;7.5;1
2023;100;121;15;0;36;0;4;122;3.5;24
1939;83;21;6;0;25;0;5;21;4.5;0
1989;102;778;17;1;92;0;15;778;6.5;12
1969;22;29;1;0;29;0;7;29;7.5;1
1970;110;534;30;0;73;2;26;534;6.5;9
1981;73;38;1;0;29;0;1;38;5.5;0
2021;38;7;5;0;40;0;3;7;7.5;0
1934;18;26;5;0;12;0;2;26;5.5;2
2007;95;100;1;0;79;1;1;100;6.5;0
2017;13;13;1;0;34;0;1;13;6.5;1
2008;59;9;0;0;29;0;1;9;6.5;0
1999;82;14;1;0;9;0;3;14;5.5;1
1988;22;349;2;0;70;0;1;349;7.5;1
1983;25;66;1;0;56;0;1;66;6.5;0
1934;88;474;18;0;83;0;19;474;6.5;35
2010;9;13;1;0;15;0;1;13;9.5;0
1987;146;18;8;0;17;0;1;18;6.5;2
1959;30;61;1;0;43;0;1;61;6.5;5
1999;22;1026;11;0;91;0;1;1026;7.5;1
1948;12;42;13;0;18;0;2;42;6.5;2
1980;13;8;0;0;1;0;1;8;7.5;0
2018;40;7;0;1;142;0;1;7;7.5;0
1987;77;6090;158;1;249;1;18;6095;7.5;57
2016;23;201;76;1;126;0;1;201;7.5;0
2018;53;63;21;0;102;4;1;65;7.5;0
1925;92;24;0;0;6;0;1;24;5.5;0
2009;42;1972;20;0;118;0;1;1974;7.5;3
1968;2;20;0;0;3;0;1;20;5.5;1
1987;99;179;3;0;23;0;4;180;4.5;2
1998;30;506;13;0;231;0;1;506;7.5;4
2005;123;25;1;0;16;0;3;25;5.5;1
1970;55;21;0;0;6;0;1;21;6.5;0
2011;40;12;0;0;15;0;7;12;6.5;0
1998;40;27;0;0;59;0;1;27;8.5;0
1994;47;140;5;0;83;0;1;140;7.5;0
1999;90;200;1;0;51;0;1;200;6.5;1
1968;30;39;1;0;22;0;7;39;6.5;1
2009;13;9;0;0;2;0;1;9;6.5;0
2011;92;28;1;0;54;0;5;28;3.5;3
1992;92;140;6;0;28;0;6;140;5.5;8
2008;71;7;0;0;3;0;1;7;7.5;0
1996;95;311;10;0;148;0;15;311;4.5;10
1998;16;8;0;0;37;1;1;8;5.5;0
1996;92;8351;24;1;171;1;24;8353;5.5;55
1999;81;30;40;0;29;0;2;30;6.5;0
1998;67;59;5;0;36;0;2;59;7.5;1
2019;90;219;25;0;53;0;6;219;4.5;9
2014;111;56;1;1;12;0;1;56;5.5;0
2012;42;6;1;0;47;0;7;6;7.5;0
1981;40;189;1;0;53;0;1;190;7.5;1
1991;81;619;10;0;164;0;11;620;5.5;16
1929;20;19;0;0;10;0;1;19;7.5;1
2022;26;10;1;0;64;0;1;10;6.5;0
1987;40;53;0;0;30;0;1;53;8.5;0
2021;49;50;0;0;61;0;1;50;7.5;1
2022;57;10;14;0;21;0;1;10;6.5;2
2022;129;15;2;0;22;3;1;16;6.5;0
1988;92;23;1;0;10;0;1;23;7.5;0
1995;120;100;8;0;65;0;5;100;6.5;2
1920;92;18;3;0;15;0;2;18;6.5;0
1992;23;3998;3;0;85;0;1;4002;8.5;9
1950;30;655;48;0;527;1;9;655;7.5;25
2022;106;5104;16;1;396;0;29;5107;4.5;58
1991;47;70;2;0;89;0;1;70;8.5;1
1927;6;167;1;0;1;0;1;167;6.5;2
2009;16;11;1;0;13;0;1;11;6.5;1
2009;80;68;2;0;54;0;1;68;5.5;0
1987;12;133;1;0;9;0;2;133;6.5;3
2022;8;7;1;0;20;0;1;7;8.5;2
1981;92;26;0;0;6;0;1;26;5.5;0
1977;30;20;1;0;12;0;1;20;7.5;0
1983;106;322;2;0;68;0;2;322;5.5;2
2015;60;5117;32;2;298;3;19;5117;7.5;42
1968;40;9;1;0;10;0;1;9;1.5;0
2012;7;8;1;0;24;0;1;8;6.5;0
2014;43;326;3;0;178;0;1;326;7.5;1
2010;50;12544;34;0;209;0;1;12563;8.5;162
2020;43;273;1;0;202;0;1;273;7.5;4
2014;8;33;1;0;13;0;1;33;7.5;0
2012;34;20;1;0;32;3;1;20;5.5;0
1994;13;19;1;0;12;0;1;19;7.5;0
2007;42;28;3;0;158;0;1;28;7.5;0
2008;95;116;1;0;114;1;1;116;7.5;0
2007;28;126;7;0;22;0;5;127;7.5;8
2023;97;20;8;1;18;0;2;20;4.5;0
2018;13;14;9;1;47;3;1;14;6.5;0
1981;71;9;0;0;4;0;1;9;3.5;0
2011;60;7;1;0;10;0;1;7;6.5;0
1953;7;705;3;0;21;0;13;705;7.5;8
2013;10;10;4;0;34;0;1;10;5.5;0
2013;43;5;2;0;65;0;1;5;6.5;0
1947;106;22553;131;1;53;0;35;22555;7.5;270
1938;14;81;2;0;13;0;1;81;4.5;2
1979;53;1388;36;1;435;14;4;1388;6.5;3
2023;40;34;0;0;56;0;1;34;5.5;0
2007;36;296;4;0;61;1;2;296;5.5;6
2012;44;3586;12;0;185;0;1;3595;9.5;6
2012;92;7;0;0;8;0;1;7;6.5;0
2002;40;7;0;0;30;0;7;7;9.5;0
2007;5;7;0;0;9;0;1;7;8.5;0
2022;99;21;2;0;17;1;4;21;7.5;6
2018;13;19;7;0;5;0;1;19;6.5;0
1966;40;40;1;0;28;0;1;40;6.5;1
2019;49;10;1;0;12;0;4;10;7.5;0
2003;40;26;0;0;67;0;1;26;8.5;0
2005;40;6;0;0;76;0;1;6;6.5;0
1939;107;76;8;0;43;0;12;76;7.5;2
2014;90;61;2;1;101;0;2;61;7.5;3
2007;105;18;1;0;30;0;1;18;5.5;1
1965;92;297;13;0;36;0;22;297;4.5;16
1956;20;7;1;0;9;0;1;7;5.5;0
1989;25;8;1;0;4;0;1;8;8.5;0
2018;29;7;0;0;46;0;1;7;6.5;0
2016;15;7;2;0;7;1;1;7;4.5;1
2012;20;3751;15;0;75;0;1;3756;8.5;5
2014;92;12;1;0;27;0;1;12;7.5;0
1997;92;468;5;0;84;0;11;468;5.5;13
2012;4;13;2;0;13;0;1;13;7.5;0
2011;53;10;12;0;1;0;1;10;5.5;0
2009;13;26;0;1;16;0;2;26;4.5;0
2021;57;3626;15;0;352;0;2;3632;7.5;26
2014;83;13474;15;3;118;2;18;13482;5.5;192
2018;53;166;16;0;217;0;9;166;6.5;4
1997;4;25;1;0;6;0;2;25;7.5;1
1996;53;97;1;0;9;0;2;97;5.5;0
2016;41;11;1;0;25;0;1;11;6.5;0
1989;53;17;1;0;20;0;1;17;7.5;0
1967;21;60;1;0;32;0;7;60;7.5;2
1957;42;22;1;0;20;0;2;22;6.5;0
1999;90;163;1;0;61;0;6;163;3.5;5
2021;137;1359;2;2;40;0;6;1359;7.5;34
2018;41;34;1;0;42;0;1;34;6.5;0
1996;81;22;5;0;47;0;1;22;6.5;0
1987;90;38;1;0;41;0;1;38;5.5;0
2015;57;17;0;0;22;0;1;18;6.5;0
1996;90;148;5;0;60;0;5;148;4.5;9
1959;9;33;1;0;5;0;1;33;5.5;2
2018;53;7;28;0;86;0;1;7;8.5;0
2024;108;123;3;0;12;1;3;124;5.5;1
1919;92;17;8;0;16;0;5;17;6.5;1
1983;113;68;4;0;76;0;2;68;7.5;1
2023;40;341;1;0;133;0;1;342;7.5;0
1982;53;18;0;0;12;2;2;18;8.5;0
2012;2;22;1;0;21;0;1;22;4.5;0
1975;88;123;1;0;39;0;8;123;6.5;1
2012;8;7;1;0;8;0;1;7;5.5;0
2008;53;463;644;1;215;1;9;463;7.5;2
2022;40;10;0;0;9;0;1;10;7.5;0
2019;29;9;1;0;35;0;1;9;5.5;0
2013;79;288;1;0;6;0;5;288;8.5;0
1977;60;75;5;0;38;0;1;75;7.5;3
2016;60;50;9;0;16;0;7;50;8.5;0
1958;87;29;11;0;34;0;11;29;6.5;1
2001;40;14;0;0;7;0;1;14;7.5;0
2023;40;274;8;0;195;0;1;276;7.5;2
1987;85;124;3;0;23;0;3;124;5.5;0
2014;66;12;1;0;12;0;1;12;6.5;0
1950;10;7;2;0;3;0;1;7;6.5;0
1947;7;36;1;0;22;0;1;36;6.5;4
1999;120;30;0;0;37;0;1;30;6.5;0
2006;25;32;1;0;19;0;1;32;8.5;2
1970;129;81;7;0;38;0;2;81;6.5;1
1960;81;11;1;0;24;0;1;11;8.5;0
1965;78;22;2;0;20;0;1;22;5.5;0
2018;92;503;21;0;52;1;3;502;6.5;8
2019;63;83;5;0;62;0;4;83;5.5;2
1908;6;164;2;0;2;0;3;164;5.5;6
2013;5;98;1;0;17;0;1;98;8.5;0
1982;48;354;1;0;64;0;1;355;7.5;6
1984;40;130;1;0;64;0;1;130;6.5;0
2011;100;42;1;0;362;0;5;42;5.5;0
2017;59;7;1;0;23;0;1;7;8.5;0
1966;88;263;3;0;24;0;13;263;6.5;11
1985;40;39;2;0;3;0;1;39;9.5;0
2024;60;6;2;0;34;0;1;6;5.5;0
1991;52;184;62;0;27;0;3;184;6.5;0
2005;28;8;9;0;31;0;2;8;7.5;0
1972;60;7;0;0;31;0;1;7;6.5;0
1990;92;10;0;0;5;0;1;10;8.5;0
1970;52;128;1;0;59;0;1;128;7.5;6
2007;91;66;2;0;62;0;2;66;8.5;2
1958;30;19;3;0;68;0;1;19;6.5;0
2013;81;12;1;0;13;0;1;12;6.5;0
2014;53;8;1;0;22;0;1;8;5.5;0
1989;20;14;1;0;91;0;1;14;7.5;0
1959;47;59;1;0;33;0;1;59;7.5;3
2006;94;163;3;0;28;0;2;163;2.5;11
2020;28;69;2;16;15;1;1;69;7.5;0
1921;50;14;3;0;10;0;5;14;6.5;0
2012;23;166;1;0;149;0;1;166;8.5;0
1967;98;42;3;0;39;0;2;42;5.5;4
1933;58;502;9;0;41;0;11;503;5.5;23
2015;13;17;0;0;3;0;1;17;8.5;0
2011;77;15;1;0;28;0;1;15;7.5;2
2023;53;10;2;1;12;0;6;10;7.5;0
1969;40;43;1;0;36;0;1;43;7.5;0
1897;1;183;2;0;2;0;1;183;4.5;2
2018;69;153;10;0;26;0;1;153;8.5;0
2015;12;8;8;1;49;0;1;8;7.5;0
2013;90;11;0;0;17;0;1;11;4.5;0
1951;92;18;2;0;20;0;2;18;5.5;0
2018;92;14;4;0;34;0;1;14;6.5;3
1972;52;100;1;0;46;0;1;100;6.5;7
1983;93;15;1;0;38;0;2;15;6.5;0
1931;57;67;7;0;39;0;8;67;6.5;4
1995;71;10;26;0;47;0;1;10;7.5;0
2013;12;24;5;0;16;1;1;24;6.5;6
1990;53;45;14;0;38;0;1;45;5.5;0
2011;14;6;1;0;10;0;2;6;5.5;0
2023;105;170;2;0;26;4;2;171;6.5;2
1943;17;611;3;1;20;0;1;611;7.5;16
2014;60;22;6;0;36;4;1;22;8.5;3
1971;102;33;1;0;11;0;3;33;4.5;0
2008;11;53;7;1;38;0;1;53;4.5;3
2021;104;411;16;1;96;0;6;412;1.5;29
2019;22;16;2;0;21;0;1;16;9.5;0
1996;90;78;1;0;76;0;2;78;6.5;1
2022;88;7;15;0;27;0;1;7;8.5;0
2016;40;56;1;0;66;0;1;56;8.5;0
2017;58;24;87;0;87;0;1;24;7.5;2
1997;86;39;1;0;8;0;5;39;5.5;3
2004;90;112;1;0;137;0;1;112;5.5;2
1944;88;16;1;0;35;0;1;16;6.5;0
2007;81;12;0;0;16;0;1;12;3.5;0
1940;53;63;3;0;29;0;7;63;7.5;2
2020;46;342;6;0;139;0;1;342;7.5;2
2020;54;8;2;0;9;0;2;8;6.5;0
1979;29;89;74;0;26;0;1;89;7.5;1
1995;54;38;1;0;9;0;1;38;8.5;0
2015;61;32;5;0;21;0;2;32;5.5;1
2011;40;33;0;0;6;0;1;33;8.5;1
1930;13;28;9;0;14;0;2;28;4.5;1
2010;81;36;1;0;10;0;1;36;6.5;0
1993;30;10;0;0;33;0;7;10;6.5;0
2007;22;28;0;0;10;0;1;28;5.5;0
2020;41;8;0;0;36;0;1;8;7.5;0
1999;38;31;1;0;14;0;1;31;7.5;0
2006;71;28;1;0;14;0;1;28;6.5;0
1962;95;47;4;0;43;0;4;47;3.5;1
1988;84;16;1;0;10;0;3;16;6.5;1
1939;79;22;7;0;26;0;4;22;6.5;1
2021;28;227;29;0;26;1;1;227;3.5;9
1970;85;905;108;0;54;0;6;905;6.5;47
2014;20;25;1;0;62;6;1;25;4.5;1
2021;92;3673;9;2;45;3;9;3673;5.5;161
2017;15;12;0;0;5;0;1;12;5.5;0
2017;92;51;7;0;61;1;6;51;7.5;4
1983;28;34;1;0;2;0;1;34;5.5;0
2011;71;935;23;0;130;0;5;936;3.5;25
1987;82;14;1;0;20;0;1;14;9.5;0
1964;45;24;0;0;81;0;1;24;4.5;0
2011;13;39;0;0;17;0;1;39;5.5;0
2007;10;11;0;0;7;0;1;11;2.5;0
2020;41;16;0;0;21;0;1;16;6.5;0
2022;40;7;0;0;140;0;7;7;5.5;1
1927;60;20;7;0;14;0;4;20;6.5;0
1965;16;238;4;0;15;0;5;239;6.5;4
2018;129;7;2;1;17;0;2;7;7.5;0
1996;100;300;6;0;89;0;8;300;5.5;6
2019;40;16;7;0;33;0;1;16;6.5;0
1948;13;253;8;0;12;0;1;253;6.5;7
2017;92;5;1;0;6;0;2;5;6.5;0
2022;53;88;5;0;38;0;3;88;6.5;0
1995;55;15;2;0;13;0;1;15;7.5;0
2018;77;96;1;0;146;0;1;96;7.5;0
1946;59;21;2;0;31;0;3;20;6.5;1
1975;98;15;23;0;33;0;3;15;5.5;0
1965;40;33;1;0;38;0;1;33;5.5;0
2019;41;16;0;0;18;0;1;16;6.5;0
2004;23;45;2;0;41;0;1;45;6.5;1
1925;8;51;2;0;9;0;1;51;6.5;1
2001;28;17;2;0;79;0;2;17;6.5;3
2012;85;9591;15;7;333;0;22;9594;5.5;85
1996;84;30;1;0;33;0;2;30;6.5;1
2004;80;181;1;0;16;0;1;181;6.5;4
2018;53;5;1;0;24;0;1;5;3.5;0
1960;81;43;0;0;20;0;3;43;7.5;0
2003;100;272;1;0;27;0;5;272;5.5;8
2019;113;541;12;0;158;1;6;541;6.5;1
1991;30;60;1;0;45;0;1;60;6.5;0
2004;30;216;0;0;38;0;1;216;8.5;0
1984;120;7;0;0;4;0;1;7;5.5;0
1996;102;42;3;0;110;0;3;42;6.5;0
1960;45;47;1;0;151;0;2;47;7.5;0
1998;40;18;0;0;23;0;1;18;6.5;0
1973;52;24;1;0;41;0;1;24;8.5;2
1970;87;101;2;0;39;0;9;101;5.5;4
1939;211;262;28;0;126;0;11;262;7.5;29
1981;24;51;1;0;43;0;1;51;8.5;0
2010;60;260788;607;48;1080;16;43;260889;8.5;571
1939;18;651;5;0;24;0;1;651;7.5;16
1985;40;491;1;0;61;0;1;491;7.5;15
1985;24;179;1;0;67;0;1;179;6.5;2
1975;25;555;9;0;34;0;1;555;7.5;3
1998;38;408;5;0;63;0;1;408;7.5;3
2019;55;14;1;0;31;0;1;15;7.5;0
1964;25;23;1;0;9;0;1;23;8.5;0
1943;66;340;1;0;28;0;5;340;7.5;3
1975;30;139;2;0;41;0;1;139;7.5;2
2017;5;10;0;0;1;0;1;10;4.5;0
2007;40;18;0;0;35;0;1;18;7.5;0
1979;98;1173;96;0;84;3;26;1174;5.5;55
2002;40;829;4;0;129;0;1;829;8.5;4
2015;92;9;6;0;49;0;1;9;4.5;0
2006;312;24;1;1;26;0;3;24;6.5;0
2014;40;8;0;0;11;0;1;8;8.5;0
2018;40;796;1;2;294;0;1;796;8.5;17
1978;92;69;1;0;103;1;1;69;6.5;1
2018;71;11;2;0;16;0;1;11;9.5;0
2006;13;11;0;0;13;0;1;11;8.5;0
1999;81;254;2;0;120;0;2;254;4.5;7
1968;17;10;2;0;13;0;4;10;7.5;0
1944;10;105;0;0;23;0;2;105;5.5;4
2014;87;1333;1;1;80;3;5;1333;6.5;7
1995;47;104;2;0;5;0;1;104;6.5;0
2022;53;27;2;0;136;0;3;27;6.5;0
1981;40;13;7;0;38;0;7;13;8.5;0
2002;100;16;1;0;11;0;1;16;7.5;0
1987;40;10;0;0;25;0;7;10;7.5;0
1995;92;317;1;0;29;0;4;317;6.5;1
1999;105;103;2;0;131;0;1;103;4.5;7
1986;30;41;7;0;50;0;1;41;8.5;0
2007;12;17;1;1;29;0;1;17;7.5;1
1989;50;607;68;1;1068;23;16;607;7.5;5
2006;78;30;1;0;2;0;1;30;7.5;1
2007;30;9;0;0;13;0;7;9;5.5;0
2012;40;8;1;0;22;0;1;8;8.5;0
1986;91;161;3;0;215;0;8;161;4.5;5
2017;11;25;1;0;43;0;1;25;6.5;0
1997;90;47;1;0;51;0;1;47;6.5;0
1967;50;4315;25;0;98;0;1;4320;7.5;46
2022;44;1559;21;2;48;0;28;1559;6.5;33
2012;90;665;1;0;30;0;4;665;4.5;1
2017;44;28;3;0;13;0;1;28;7.5;0
1989;30;386;3;0;74;0;1;386;8.5;3
1995;40;45;1;0;3;0;1;45;9.5;0
1996;85;8;1;0;12;0;2;8;3.5;0
1978;7;119;1;0;15;0;3;119;5.5;3
1994;90;85;1;0;43;0;1;85;7.5;0
2018;5;12;9;0;28;0;1;12;6.5;0
2016;53;9;3;0;9;0;1;9;8.5;0
1979;30;103;0;0;45;0;1;103;6.5;0
2016;40;21;1;0;192;0;1;21;7.5;0
1975;8;15;4;0;15;0;6;15;5.5;0
2008;45;31;1;0;42;0;1;31;6.5;0
2019;4;8;2;0;13;1;1;8;6.5;1
1913;92;2475;39;0;19;0;21;2476;6.5;55
2004;90;10;0;0;45;0;1;10;7.5;1
2012;84;149;3;1;62;0;3;149;4.5;2
2015;24;144;1;0;36;0;1;144;7.5;0
1989;53;54;1;0;78;0;5;55;8.5;2
1966;93;10;1;0;19;0;4;10;6.5;1
1998;13;12;0;0;31;0;1;12;8.5;0
1986;5;836;8;0;74;0;5;836;6.5;5
2010;40;90;0;0;23;0;1;90;9.5;0
2020;87;1172;16;2;131;0;7;1173;3.5;24
2017;40;1606;30;0;228;0;1;1608;7.5;16
2014;71;9;2;0;13;0;1;9;7.5;2
2019;28;8;0;0;51;0;7;8;5.5;0
1928;58;39;5;0;13;0;3;39;5.5;1
2018;120;5480;1087;1;469;10;27;5504;7.5;51
1950;68;38;0;0;30;0;2;38;5.5;2
2009;40;8;0;0;41;0;7;8;7.5;0
2001;174;40;1;0;77;0;1;40;6.5;1
2015;40;498;5;0;97;0;1;498;7.5;3
1928;13;16;1;0;9;0;2;16;6.5;1
2012;114;10;3;1;38;0;1;10;9.5;0
1958;60;495;22;0;45;0;1;495;8.5;12
1988;40;9;0;0;25;0;7;9;7.5;0
2023;57;133;1;0;558;0;1;134;7.5;0
1980;147;34;1;0;14;0;1;34;8.5;0
1947;95;722;24;0;39;0;19;721;7.5;31
2019;53;49;7;0;254;0;1;49;5.5;1
1974;92;714;16;0;38;0;11;714;3.5;28
2013;95;58;1;0;176;1;1;59;8.5;1
1998;92;2000;19;0;108;1;15;2002;6.5;38
2022;90;2137;163;1;264;4;45;2142;5.5;30
2013;92;8;2;0;40;0;1;8;8.5;0
1974;106;2318;34;1;98;3;16;2318;7.5;68
2003;108;1070;51;0;96;4;6;1070;7.5;26
1985;1;6;0;0;11;0;1;6;6.5;0
1998;81;7;1;0;16;0;2;7;5.5;0
2024;81;82;1;0;9;0;1;82;7.5;0
1965;30;360;11;0;37;0;1;360;8.5;4
